Name,SubjectName,ModelFilepath,ModelName,ModelType,Simulation,Evaluation,CountReactions,StoreReactions,StoreInvolvement,CompleteEvaluation,StoreTraces,Simulations,SimulationType,SolverType,SimulationTime,SimulationSteps,SimulationClockTime,SimulationSpecies,EvaluationTime,EvaluationClockTime,EvaluationMethod,UniqueID,TestMatrixFilepath,InputMatrixFilepath,AbstractTestNameList,InputNameList,Pass,Fail,Error,FlakeyFail,DeterministicPass,DeterministicFail,DeterministicError,AbstractTest_Number,AbstractTest_NumberPass,AbstractTest_NumberFail,AbstractTest_NumberError,AbstractTest_NumberFailFlakey,AbstractTest_NumberPassDeterministic,AbstractTest_NumberFailDeterministic,AbstractTest_NumberErrorDeterministic,ConcreteTest_Number,ConcreteTest_NumberPass,ConcreteTest_NumberFail,ConcreteTest_NumberError,ConcreteTest_NumberFailFlakey,ConcreteTest_NumberPassDeterministic,ConcreteTest_NumberFailDeterministic,ConcreteTest_NumberErrorDeterministic,Evaluation_Number,Evaluation_NumberPass,Evaluation_NumberFail,Evaluation_NumberError,ConcreteInputNames,AbstractTestNames,TracesNames,InputNameListComplete
Evaluation,Example,Benchmark/Mod/Mod-19.crn,Mod-19,CRN,0,1,1,1,1,1,1,10,Stochastic,ssa,100,100000,10,BLANK,100,10,A,E1,Benchmark/Mod/TestMatrix.csv,Benchmark/Mod/InputMatrix.csv,{A0}{A1}{A2}{M3}{M4}{M5},{1}{10}{101}{102}{103}{104}{105}{106}{11}{110}{111}{112}{113}{114}{115}{117}{12}{122}{123}{124}{13}{135}{136}{137}{138}{139}{14}{140}{15}{16}{17}{18}{19}{2}{20}{201}{202}{203}{207}{21}{217}{218}{22}{23}{24}{25}{26}{27}{28}{29}{3}{30}{31}{32}{33}{34}{35}{36}{37}{38}{39}{4}{40}{41}{42}{43}{44}{45}{46}{5}{6}{7}{8}{9},1,1,0,1,0,0,0,6,6,4,0,4,2,0,0,188,89,130,0,31,58,99,0,1880,692,1188,0,{1}{10}{101}{102}{103}{104}{105}{106}{11}{110}{111}{112}{113}{114}{115}{117}{12}{122}{123}{124}{13}{135}{136}{137}{138}{139}{14}{140}{15}{16}{17}{18}{19}{2}{20}{201}{202}{203}{207}{21}{217}{218}{22}{23}{24}{25}{26}{27}{28}{29}{3}{30}{31}{32}{33}{34}{35}{36}{37}{38}{39}{4}{40}{41}{42}{43}{44}{45}{46}{5}{6}{7}{8}{9},{A0}{A1}{A2}{M3}{M4}{M5},{1}{10}{101}{102}{103}{104}{105}{106}{11}{110}{111}{112}{113}{114}{115}{117}{12}{122}{123}{124}{13}{135}{136}{137}{138}{139}{14}{140}{15}{16}{17}{18}{19}{2}{20}{201}{202}{203}{207}{21}{217}{218}{22}{23}{24}{25}{26}{27}{28}{29}{3}{30}{31}{32}{33}{34}{35}{36}{37}{38}{39}{4}{40}{41}{42}{43}{44}{45}{46}{5}{6}{7}{8}{9},{1}{10}{101}{102}{103}{104}{105}{106}{11}{110}{111}{112}{113}{114}{115}{117}{12}{122}{123}{124}{13}{135}{136}{137}{138}{139}{14}{140}{15}{16}{17}{18}{19}{2}{20}{201}{202}{203}{207}{21}{217}{218}{22}{23}{24}{25}{26}{27}{28}{29}{3}{30}{31}{32}{33}{34}{35}{36}{37}{38}{39}{4}{40}{41}{42}{43}{44}{45}{46}{5}{6}{7}{8}{9}
