Run: 001
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
 5.4192216364    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 022
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0409556175    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0466089290    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0560451501    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction2
 0.0879671398    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction1
 0.1057081133    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.1206479403    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction2
 0.1561834791    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction2
 0.2481143974    ,0    ,34    ,20    ,0    ,4    ,4    ,Reaction2
 0.2669549027    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction1
 0.2730139004    ,0    ,33    ,19    ,0    ,5    ,5    ,Reaction2
 0.3001133701    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction1
 0.3183367826    ,0    ,32    ,18    ,0    ,6    ,6    ,Reaction2
 0.3537080195    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction1
 0.3588438693    ,0    ,31    ,17    ,0    ,7    ,7    ,Reaction2
 0.4165804174    ,1    ,30    ,17    ,0    ,8    ,7    ,Reaction1
 0.4203645286    ,0    ,30    ,16    ,0    ,8    ,8    ,Reaction2
 0.4708452527    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction1
 0.4801896568    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction1
 0.4972654622    ,1    ,28    ,15    ,0    ,10    ,9    ,Reaction2
 0.5035911998    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction1
 0.5162077675    ,1    ,27    ,14    ,0    ,11    ,10    ,Reaction2
 0.5200401421    ,0    ,27    ,13    ,0    ,11    ,11    ,Reaction2
 0.5498890283    ,1    ,26    ,13    ,0    ,12    ,11    ,Reaction1
 0.5922620639    ,2    ,25    ,13    ,0    ,13    ,11    ,Reaction1
 0.6143576608    ,1    ,25    ,12    ,0    ,13    ,12    ,Reaction2
 0.6601428983    ,0    ,25    ,11    ,0    ,13    ,13    ,Reaction2
 0.6925378971    ,1    ,24    ,11    ,0    ,14    ,13    ,Reaction1
 0.7126564642    ,2    ,23    ,11    ,0    ,15    ,13    ,Reaction1
 0.7426661864    ,1    ,23    ,10    ,0    ,15    ,14    ,Reaction2
 0.8204667159    ,2    ,22    ,10    ,0    ,16    ,14    ,Reaction1
 0.8417177195    ,3    ,21    ,10    ,0    ,17    ,14    ,Reaction1
 0.8617923117    ,2    ,21    ,9    ,0    ,17    ,15    ,Reaction2
 0.8619117283    ,3    ,20    ,9    ,0    ,18    ,15    ,Reaction1
 0.8788322257    ,2    ,20    ,8    ,0    ,18    ,16    ,Reaction2
 0.9034705393    ,3    ,19    ,8    ,0    ,19    ,16    ,Reaction1
 0.9083773697    ,2    ,19    ,7    ,0    ,19    ,17    ,Reaction2
 0.9390789005    ,3    ,18    ,7    ,0    ,20    ,17    ,Reaction1
 0.9905764412    ,2    ,18    ,6    ,0    ,20    ,18    ,Reaction2
 1.0559807502    ,1    ,18    ,5    ,0    ,20    ,19    ,Reaction2
 1.1854841674    ,2    ,17    ,5    ,0    ,21    ,19    ,Reaction1
 1.1937612956    ,3    ,16    ,5    ,0    ,22    ,19    ,Reaction1
 1.2007197792    ,2    ,16    ,4    ,0    ,22    ,20    ,Reaction2
 1.2233102207    ,0    ,16    ,4    ,1    ,22    ,20    ,ReactionN
 1.2552698374    ,1    ,15    ,4    ,1    ,23    ,20    ,Reaction1
 1.3108280006    ,2    ,14    ,4    ,1    ,24    ,20    ,Reaction1
 1.3863578047    ,1    ,14    ,3    ,1    ,24    ,21    ,Reaction2
 1.4491147735    ,2    ,13    ,3    ,1    ,25    ,21    ,Reaction1
 1.5468908927    ,3    ,12    ,3    ,1    ,26    ,21    ,Reaction1
 1.5543432859    ,2    ,12    ,2    ,1    ,26    ,22    ,Reaction2
 1.5609552391    ,1    ,12    ,1    ,1    ,26    ,23    ,Reaction2
 1.5752566644    ,2    ,11    ,1    ,1    ,27    ,23    ,Reaction1
 1.5915891313    ,1    ,11    ,0    ,1    ,27    ,24    ,Reaction2
 1.6035289298    ,2    ,10    ,0    ,1    ,28    ,24    ,Reaction1
 1.6332243955    ,3    ,9    ,0    ,1    ,29    ,24    ,Reaction1
 1.6915695104    ,4    ,8    ,0    ,1    ,30    ,24    ,Reaction1
 1.6988657267    ,5    ,7    ,0    ,1    ,31    ,24    ,Reaction1
 1.7229381783    ,6    ,6    ,0    ,1    ,32    ,24    ,Reaction1
 1.7720530721    ,4    ,6    ,0    ,2    ,32    ,24    ,ReactionN
 1.7824312865    ,5    ,5    ,0    ,2    ,33    ,24    ,Reaction1
 1.7853956836    ,3    ,5    ,0    ,3    ,33    ,24    ,ReactionN
 1.8550626273    ,1    ,5    ,0    ,4    ,33    ,24    ,ReactionN
 2.1274848474    ,2    ,4    ,0    ,4    ,34    ,24    ,Reaction1
 2.2423013536    ,0    ,4    ,0    ,5    ,34    ,24    ,ReactionN
 2.3216047383    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction1
 2.6778422409    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 2.9121576801    ,3    ,1    ,0    ,5    ,37    ,24    ,Reaction1
 2.9140930061    ,1    ,1    ,0    ,6    ,37    ,24    ,ReactionN
 3.2620678330    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 3.3609368930    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 023
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0038254909    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0152284880    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0258212676    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.0384702813    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.0428049646    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction2
 0.0515253195    ,0    ,35    ,21    ,0    ,3    ,3    ,Reaction2
 0.0674617010    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction1
 0.1465742117    ,0    ,34    ,20    ,0    ,4    ,4    ,Reaction2
 0.1617281577    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction1
 0.1935887535    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction1
 0.2404547596    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction2
 0.2523799435    ,2    ,31    ,19    ,0    ,7    ,5    ,Reaction1
 0.2601980066    ,3    ,30    ,19    ,0    ,8    ,5    ,Reaction1
 0.2745612508    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction2
 0.2910109896    ,1    ,30    ,17    ,0    ,8    ,7    ,Reaction2
 0.2978279313    ,2    ,29    ,17    ,0    ,9    ,7    ,Reaction1
 0.3494938069    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction2
 0.3725473909    ,0    ,29    ,15    ,0    ,9    ,9    ,Reaction2
 0.3895692804    ,1    ,28    ,15    ,0    ,10    ,9    ,Reaction1
 0.4019646533    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction1
 0.4066538263    ,3    ,26    ,15    ,0    ,12    ,9    ,Reaction1
 0.4319897508    ,4    ,25    ,15    ,0    ,13    ,9    ,Reaction1
 0.4419397438    ,5    ,24    ,15    ,0    ,14    ,9    ,Reaction1
 0.4458211994    ,6    ,23    ,15    ,0    ,15    ,9    ,Reaction1
 0.4459221851    ,5    ,23    ,14    ,0    ,15    ,10    ,Reaction2
 0.4495077948    ,3    ,23    ,14    ,1    ,15    ,10    ,ReactionN
 0.4618351664    ,2    ,23    ,13    ,1    ,15    ,11    ,Reaction2
 0.5032780444    ,3    ,22    ,13    ,1    ,16    ,11    ,Reaction1
 0.5099052309    ,1    ,22    ,13    ,2    ,16    ,11    ,ReactionN
 0.5332114156    ,2    ,21    ,13    ,2    ,17    ,11    ,Reaction1
 0.5618676578    ,3    ,20    ,13    ,2    ,18    ,11    ,Reaction1
 0.6012946091    ,4    ,19    ,13    ,2    ,19    ,11    ,Reaction1
 0.6085704750    ,3    ,19    ,12    ,2    ,19    ,12    ,Reaction2
 0.6254489341    ,4    ,18    ,12    ,2    ,20    ,12    ,Reaction1
 0.6300102916    ,5    ,17    ,12    ,2    ,21    ,12    ,Reaction1
 0.6350628167    ,4    ,17    ,11    ,2    ,21    ,13    ,Reaction2
 0.6519875668    ,3    ,17    ,10    ,2    ,21    ,14    ,Reaction2
 0.6540441830    ,1    ,17    ,10    ,3    ,21    ,14    ,ReactionN
 0.7009518458    ,2    ,16    ,10    ,3    ,22    ,14    ,Reaction1
 0.7107185047    ,1    ,16    ,9    ,3    ,22    ,15    ,Reaction2
 0.7606099122    ,2    ,15    ,9    ,3    ,23    ,15    ,Reaction1
 0.7645462703    ,1    ,15    ,8    ,3    ,23    ,16    ,Reaction2
 0.7939917811    ,0    ,15    ,7    ,3    ,23    ,17    ,Reaction2
 1.0056468559    ,1    ,14    ,7    ,3    ,24    ,17    ,Reaction1
 1.0130925116    ,2    ,13    ,7    ,3    ,25    ,17    ,Reaction1
 1.0303211214    ,3    ,12    ,7    ,3    ,26    ,17    ,Reaction1
 1.0457574827    ,2    ,12    ,6    ,3    ,26    ,18    ,Reaction2
 1.0771916682    ,1    ,12    ,5    ,3    ,26    ,19    ,Reaction2
 1.1001046939    ,2    ,11    ,5    ,3    ,27    ,19    ,Reaction1
 1.2698717890    ,1    ,11    ,4    ,3    ,27    ,20    ,Reaction2
 1.3322358649    ,2    ,10    ,4    ,3    ,28    ,20    ,Reaction1
 1.4567464669    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction2
 1.5130532723    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 1.5355203494    ,3    ,8    ,3    ,3    ,30    ,21    ,Reaction1
 1.5599541468    ,2    ,8    ,2    ,3    ,30    ,22    ,Reaction2
 1.6174205461    ,0    ,8    ,2    ,4    ,30    ,22    ,ReactionN
 1.7232164225    ,1    ,7    ,2    ,4    ,31    ,22    ,Reaction1
 1.7340573782    ,0    ,7    ,1    ,4    ,31    ,23    ,Reaction2
 1.9730971494    ,1    ,6    ,1    ,4    ,32    ,23    ,Reaction1
 2.0900344384    ,2    ,5    ,1    ,4    ,33    ,23    ,Reaction1
 2.1062006136    ,0    ,5    ,1    ,5    ,33    ,23    ,ReactionN
 2.1612539436    ,1    ,4    ,1    ,5    ,34    ,23    ,Reaction1
 2.2066003719    ,2    ,3    ,1    ,5    ,35    ,23    ,Reaction1
 2.2639746798    ,3    ,2    ,1    ,5    ,36    ,23    ,Reaction1
 2.3008006794    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction2
 2.6751174981    ,0    ,2    ,0    ,6    ,36    ,24    ,ReactionN
 2.9749468999    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 3.7365167084    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 5.2404246256    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 024
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0053703901    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0524669025    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0531846481    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.0552872712    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.0622036248    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction2
 0.1375245831    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction1
 0.1381784739    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction1
 0.1440484627    ,4    ,32    ,22    ,0    ,6    ,2    ,Reaction1
 0.1510328451    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction2
 0.1795186554    ,4    ,31    ,21    ,0    ,7    ,3    ,Reaction1
 0.1800887152    ,2    ,31    ,21    ,1    ,7    ,3    ,ReactionN
 0.1847079750    ,3    ,30    ,21    ,1    ,8    ,3    ,Reaction1
 0.1853066577    ,2    ,30    ,20    ,1    ,8    ,4    ,Reaction2
 0.2059642799    ,1    ,30    ,19    ,1    ,8    ,5    ,Reaction2
 0.2211585117    ,2    ,29    ,19    ,1    ,9    ,5    ,Reaction1
 0.2400258583    ,1    ,29    ,18    ,1    ,9    ,6    ,Reaction2
 0.2904562012    ,2    ,28    ,18    ,1    ,10    ,6    ,Reaction1
 0.2964153379    ,3    ,27    ,18    ,1    ,11    ,6    ,Reaction1
 0.3015245969    ,4    ,26    ,18    ,1    ,12    ,6    ,Reaction1
 0.3023779962    ,5    ,25    ,18    ,1    ,13    ,6    ,Reaction1
 0.3070536651    ,4    ,25    ,17    ,1    ,13    ,7    ,Reaction2
 0.3323841402    ,3    ,25    ,16    ,1    ,13    ,8    ,Reaction2
 0.3618015185    ,2    ,25    ,15    ,1    ,13    ,9    ,Reaction2
 0.3632154533    ,3    ,24    ,15    ,1    ,14    ,9    ,Reaction1
 0.3644790748    ,2    ,24    ,14    ,1    ,14    ,10    ,Reaction2
 0.3671079354    ,3    ,23    ,14    ,1    ,15    ,10    ,Reaction1
 0.3731418541    ,2    ,23    ,13    ,1    ,15    ,11    ,Reaction2
 0.3849679061    ,3    ,22    ,13    ,1    ,16    ,11    ,Reaction1
 0.4071247693    ,4    ,21    ,13    ,1    ,17    ,11    ,Reaction1
 0.4149668699    ,2    ,21    ,13    ,2    ,17    ,11    ,ReactionN
 0.4484300087    ,1    ,21    ,12    ,2    ,17    ,12    ,Reaction2
 0.5564879392    ,0    ,21    ,11    ,2    ,17    ,13    ,Reaction2
 0.5637775806    ,1    ,20    ,11    ,2    ,18    ,13    ,Reaction1
 0.6701940721    ,0    ,20    ,10    ,2    ,18    ,14    ,Reaction2
 0.9988774754    ,1    ,19    ,10    ,2    ,19    ,14    ,Reaction1
 1.0198800956    ,2    ,18    ,10    ,2    ,20    ,14    ,Reaction1
 1.0290243623    ,1    ,18    ,9    ,2    ,20    ,15    ,Reaction2
 1.0320675202    ,2    ,17    ,9    ,2    ,21    ,15    ,Reaction1
 1.0455811658    ,1    ,17    ,8    ,2    ,21    ,16    ,Reaction2
 1.0980326053    ,0    ,17    ,7    ,2    ,21    ,17    ,Reaction2
 1.1239291726    ,1    ,16    ,7    ,2    ,22    ,17    ,Reaction1
 1.1554042737    ,0    ,16    ,6    ,2    ,22    ,18    ,Reaction2
 1.2048982488    ,1    ,15    ,6    ,2    ,23    ,18    ,Reaction1
 1.2163058006    ,2    ,14    ,6    ,2    ,24    ,18    ,Reaction1
 1.2755526794    ,3    ,13    ,6    ,2    ,25    ,18    ,Reaction1
 1.3608638449    ,4    ,12    ,6    ,2    ,26    ,18    ,Reaction1
 1.4108321534    ,2    ,12    ,6    ,3    ,26    ,18    ,ReactionN
 1.4412602895    ,1    ,12    ,5    ,3    ,26    ,19    ,Reaction2
 1.5375344018    ,0    ,12    ,4    ,3    ,26    ,20    ,Reaction2
 1.6903667192    ,1    ,11    ,4    ,3    ,27    ,20    ,Reaction1
 1.7596702449    ,0    ,11    ,3    ,3    ,27    ,21    ,Reaction2
 1.7777000945    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction1
 1.8778373866    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 1.9670391919    ,3    ,8    ,3    ,3    ,30    ,21    ,Reaction1
 2.0038711396    ,4    ,7    ,3    ,3    ,31    ,21    ,Reaction1
 2.0082890790    ,5    ,6    ,3    ,3    ,32    ,21    ,Reaction1
 2.0187050521    ,3    ,6    ,3    ,4    ,32    ,21    ,ReactionN
 2.0558566782    ,4    ,5    ,3    ,4    ,33    ,21    ,Reaction1
 2.0922281376    ,5    ,4    ,3    ,4    ,34    ,21    ,Reaction1
 2.1131941995    ,4    ,4    ,2    ,4    ,34    ,22    ,Reaction2
 2.1217500171    ,2    ,4    ,2    ,5    ,34    ,22    ,ReactionN
 2.1295811413    ,3    ,3    ,2    ,5    ,35    ,22    ,Reaction1
 2.2019494676    ,4    ,2    ,2    ,5    ,36    ,22    ,Reaction1
 2.2227246739    ,2    ,2    ,2    ,6    ,36    ,22    ,ReactionN
 2.3282012498    ,0    ,2    ,2    ,7    ,36    ,22    ,ReactionN
 2.6211468024    ,1    ,1    ,2    ,7    ,37    ,22    ,Reaction1
 2.9364955637    ,0    ,1    ,1    ,7    ,37    ,23    ,Reaction2
 3.7360453123    ,1    ,0    ,1    ,7    ,38    ,23    ,Reaction1
 4.0421254788    ,0    ,0    ,0    ,7    ,38    ,24    ,Reaction2
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 025
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0878309845    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0987586389    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0987914448    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.1001668594    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.1367085176    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.1417795628    ,4    ,33    ,23    ,0    ,5    ,1    ,Reaction1
 0.1715543071    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction2
 0.1843938657    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction2
 0.2005675164    ,0    ,33    ,21    ,1    ,5    ,3    ,ReactionN
 0.2293822268    ,1    ,32    ,21    ,1    ,6    ,3    ,Reaction1
 0.2348719179    ,0    ,32    ,20    ,1    ,6    ,4    ,Reaction2
 0.2571262101    ,1    ,31    ,20    ,1    ,7    ,4    ,Reaction1
 0.2696429011    ,2    ,30    ,20    ,1    ,8    ,4    ,Reaction1
 0.2798187294    ,3    ,29    ,20    ,1    ,9    ,4    ,Reaction1
 0.2806167613    ,2    ,29    ,19    ,1    ,9    ,5    ,Reaction2
 0.2840948875    ,3    ,28    ,19    ,1    ,10    ,5    ,Reaction1
 0.3022599732    ,4    ,27    ,19    ,1    ,11    ,5    ,Reaction1
 0.3159754896    ,3    ,27    ,18    ,1    ,11    ,6    ,Reaction2
 0.3205130437    ,2    ,27    ,17    ,1    ,11    ,7    ,Reaction2
 0.3234091441    ,1    ,27    ,16    ,1    ,11    ,8    ,Reaction2
 0.3293275953    ,2    ,26    ,16    ,1    ,12    ,8    ,Reaction1
 0.3400848638    ,3    ,25    ,16    ,1    ,13    ,8    ,Reaction1
 0.3807363028    ,4    ,24    ,16    ,1    ,14    ,8    ,Reaction1
 0.3929844182    ,3    ,24    ,15    ,1    ,14    ,9    ,Reaction2
 0.4007111343    ,2    ,24    ,14    ,1    ,14    ,10    ,Reaction2
 0.4831753231    ,3    ,23    ,14    ,1    ,15    ,10    ,Reaction1
 0.4945960360    ,2    ,23    ,13    ,1    ,15    ,11    ,Reaction2
 0.5312256042    ,1    ,23    ,12    ,1    ,15    ,12    ,Reaction2
 0.6035436522    ,0    ,23    ,11    ,1    ,15    ,13    ,Reaction2
 0.6675828522    ,1    ,22    ,11    ,1    ,16    ,13    ,Reaction1
 0.6685575656    ,2    ,21    ,11    ,1    ,17    ,13    ,Reaction1
 0.6754894150    ,1    ,21    ,10    ,1    ,17    ,14    ,Reaction2
 0.6990333942    ,0    ,21    ,9    ,1    ,17    ,15    ,Reaction2
 0.7493568546    ,1    ,20    ,9    ,1    ,18    ,15    ,Reaction1
 0.8361036570    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction1
 0.8615767610    ,1    ,19    ,8    ,1    ,19    ,16    ,Reaction2
 0.9160429303    ,0    ,19    ,7    ,1    ,19    ,17    ,Reaction2
 0.9752413861    ,1    ,18    ,7    ,1    ,20    ,17    ,Reaction1
 0.9919110283    ,2    ,17    ,7    ,1    ,21    ,17    ,Reaction1
 0.9994274660    ,1    ,17    ,6    ,1    ,21    ,18    ,Reaction2
 1.0933700649    ,2    ,16    ,6    ,1    ,22    ,18    ,Reaction1
 1.0964173314    ,1    ,16    ,5    ,1    ,22    ,19    ,Reaction2
 1.1089146980    ,2    ,15    ,5    ,1    ,23    ,19    ,Reaction1
 1.1955280842    ,3    ,14    ,5    ,1    ,24    ,19    ,Reaction1
 1.2293709215    ,1    ,14    ,5    ,2    ,24    ,19    ,ReactionN
 1.3391063935    ,2    ,13    ,5    ,2    ,25    ,19    ,Reaction1
 1.3587527291    ,0    ,13    ,5    ,3    ,25    ,19    ,ReactionN
 1.5735692144    ,1    ,12    ,5    ,3    ,26    ,19    ,Reaction1
 1.6145370810    ,0    ,12    ,4    ,3    ,26    ,20    ,Reaction2
 1.7770043771    ,1    ,11    ,4    ,3    ,27    ,20    ,Reaction1
 1.8860506142    ,0    ,11    ,3    ,3    ,27    ,21    ,Reaction2
 2.1038974587    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction1
 2.1596730014    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 2.2983204462    ,0    ,9    ,3    ,4    ,29    ,21    ,ReactionN
 2.3457466315    ,1    ,8    ,3    ,4    ,30    ,21    ,Reaction1
 2.4106598926    ,2    ,7    ,3    ,4    ,31    ,21    ,Reaction1
 2.4358407606    ,1    ,7    ,2    ,4    ,31    ,22    ,Reaction2
 2.6671768766    ,2    ,6    ,2    ,4    ,32    ,22    ,Reaction1
 2.6946843730    ,3    ,5    ,2    ,4    ,33    ,22    ,Reaction1
 2.6971640654    ,1    ,5    ,2    ,5    ,33    ,22    ,ReactionN
 2.8045187454    ,0    ,5    ,1    ,5    ,33    ,23    ,Reaction2
 2.9789622889    ,1    ,4    ,1    ,5    ,34    ,23    ,Reaction1
 3.1241387394    ,2    ,3    ,1    ,5    ,35    ,23    ,Reaction1
 3.1525175889    ,0    ,3    ,1    ,6    ,35    ,23    ,ReactionN
 4.4138888031    ,1    ,2    ,1    ,6    ,36    ,23    ,Reaction1
 4.5488359297    ,2    ,1    ,1    ,6    ,37    ,23    ,Reaction1
 4.8156345953    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction2
 4.9112678446    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 6.0568800002    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 026
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0338525177    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0355966093    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0360890887    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.0496742307    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.0729214247    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.0740595007    ,4    ,33    ,23    ,0    ,5    ,1    ,Reaction1
 0.0741851425    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction2
 0.0986338761    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction2
 0.1435001313    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction1
 0.1532676584    ,4    ,31    ,21    ,0    ,7    ,3    ,Reaction1
 0.1650057693    ,2    ,31    ,21    ,1    ,7    ,3    ,ReactionN
 0.1697510450    ,3    ,30    ,21    ,1    ,8    ,3    ,Reaction1
 0.1771792773    ,1    ,30    ,21    ,2    ,8    ,3    ,ReactionN
 0.1827224111    ,0    ,30    ,20    ,2    ,8    ,4    ,Reaction2
 0.2214072016    ,1    ,29    ,20    ,2    ,9    ,4    ,Reaction1
 0.2506604377    ,0    ,29    ,19    ,2    ,9    ,5    ,Reaction2
 0.3084357395    ,1    ,28    ,19    ,2    ,10    ,5    ,Reaction1
 0.3265009357    ,2    ,27    ,19    ,2    ,11    ,5    ,Reaction1
 0.3492476342    ,1    ,27    ,18    ,2    ,11    ,6    ,Reaction2
 0.3504415477    ,2    ,26    ,18    ,2    ,12    ,6    ,Reaction1
 0.3600470332    ,3    ,25    ,18    ,2    ,13    ,6    ,Reaction1
 0.3660851989    ,2    ,25    ,17    ,2    ,13    ,7    ,Reaction2
 0.3673339390    ,3    ,24    ,17    ,2    ,14    ,7    ,Reaction1
 0.3708878017    ,4    ,23    ,17    ,2    ,15    ,7    ,Reaction1
 0.3734324306    ,3    ,23    ,16    ,2    ,15    ,8    ,Reaction2
 0.3801846980    ,2    ,23    ,15    ,2    ,15    ,9    ,Reaction2
 0.3919022481    ,1    ,23    ,14    ,2    ,15    ,10    ,Reaction2
 0.4733106697    ,2    ,22    ,14    ,2    ,16    ,10    ,Reaction1
 0.4782139898    ,1    ,22    ,13    ,2    ,16    ,11    ,Reaction2
 0.5154725876    ,0    ,22    ,12    ,2    ,16    ,12    ,Reaction2
 0.7385883858    ,1    ,21    ,12    ,2    ,17    ,12    ,Reaction1
 0.9956708026    ,0    ,21    ,11    ,2    ,17    ,13    ,Reaction2
 0.9968673328    ,1    ,20    ,11    ,2    ,18    ,13    ,Reaction1
 1.0618158143    ,2    ,19    ,11    ,2    ,19    ,13    ,Reaction1
 1.0648732149    ,1    ,19    ,10    ,2    ,19    ,14    ,Reaction2
 1.0950019962    ,2    ,18    ,10    ,2    ,20    ,14    ,Reaction1
 1.1004516332    ,3    ,17    ,10    ,2    ,21    ,14    ,Reaction1
 1.1072172212    ,2    ,17    ,9    ,2    ,21    ,15    ,Reaction2
 1.1327385581    ,1    ,17    ,8    ,2    ,21    ,16    ,Reaction2
 1.1373646151    ,2    ,16    ,8    ,2    ,22    ,16    ,Reaction1
 1.1413436638    ,3    ,15    ,8    ,2    ,23    ,16    ,Reaction1
 1.1935803551    ,4    ,14    ,8    ,2    ,24    ,16    ,Reaction1
 1.2205408729    ,2    ,14    ,8    ,3    ,24    ,16    ,ReactionN
 1.2643372612    ,1    ,14    ,7    ,3    ,24    ,17    ,Reaction2
 1.3158724835    ,2    ,13    ,7    ,3    ,25    ,17    ,Reaction1
 1.3252823776    ,1    ,13    ,6    ,3    ,25    ,18    ,Reaction2
 1.4262174290    ,2    ,12    ,6    ,3    ,26    ,18    ,Reaction1
 1.4355651885    ,1    ,12    ,5    ,3    ,26    ,19    ,Reaction2
 1.4621012803    ,2    ,11    ,5    ,3    ,27    ,19    ,Reaction1
 1.5187282476    ,1    ,11    ,4    ,3    ,27    ,20    ,Reaction2
 1.7920122638    ,2    ,10    ,4    ,3    ,28    ,20    ,Reaction1
 1.7995602882    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction2
