Run: 001
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
 0.0368059993    ,0    ,35    ,21    ,0    ,3    ,3    ,Reaction2
 0.1139855345    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction1
 0.1454351172    ,0    ,34    ,20    ,0    ,4    ,4    ,Reaction2
 0.1599098446    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction1
 0.1621693938    ,0    ,33    ,19    ,0    ,5    ,5    ,Reaction2
 0.1733795092    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction1
 0.1814702055    ,0    ,32    ,18    ,0    ,6    ,6    ,Reaction2
 0.2096075005    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction1
 0.2185656120    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction1
 0.2334473386    ,1    ,30    ,17    ,0    ,8    ,7    ,Reaction2
 0.2770472540    ,0    ,30    ,16    ,0    ,8    ,8    ,Reaction2
 0.2908768972    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction1
 0.2979228017    ,0    ,29    ,15    ,0    ,9    ,9    ,Reaction2
 0.5443034705    ,1    ,28    ,15    ,0    ,10    ,9    ,Reaction1
 0.5834358667    ,0    ,28    ,14    ,0    ,10    ,10    ,Reaction2
 0.6635434289    ,1    ,27    ,14    ,0    ,11    ,10    ,Reaction1
 0.6901250510    ,0    ,27    ,13    ,0    ,11    ,11    ,Reaction2
 0.7413550992    ,1    ,26    ,13    ,0    ,12    ,11    ,Reaction1
 0.8207739081    ,0    ,26    ,12    ,0    ,12    ,12    ,Reaction2
 0.8462969615    ,1    ,25    ,12    ,0    ,13    ,12    ,Reaction1
 0.9186620020    ,2    ,24    ,12    ,0    ,14    ,12    ,Reaction1
 0.9268695055    ,1    ,24    ,11    ,0    ,14    ,13    ,Reaction2
 0.9551028732    ,0    ,24    ,10    ,0    ,14    ,14    ,Reaction2
 0.9947788279    ,1    ,23    ,10    ,0    ,15    ,14    ,Reaction1
 1.0304300056    ,0    ,23    ,9    ,0    ,15    ,15    ,Reaction2
 1.0399861568    ,1    ,22    ,9    ,0    ,16    ,15    ,Reaction1
 1.0403312359    ,2    ,21    ,9    ,0    ,17    ,15    ,Reaction1
 1.0432099504    ,3    ,20    ,9    ,0    ,18    ,15    ,Reaction1
 1.0637522955    ,1    ,20    ,9    ,1    ,18    ,15    ,ReactionN
 1.0850153119    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction1
 1.1052736623    ,1    ,19    ,8    ,1    ,19    ,16    ,Reaction2
 1.1301562071    ,2    ,18    ,8    ,1    ,20    ,16    ,Reaction1
 1.1409917253    ,1    ,18    ,7    ,1    ,20    ,17    ,Reaction2
 1.2005907812    ,2    ,17    ,7    ,1    ,21    ,17    ,Reaction1
 1.2985602027    ,3    ,16    ,7    ,1    ,22    ,17    ,Reaction1
 1.3036458307    ,2    ,16    ,6    ,1    ,22    ,18    ,Reaction2
 1.3678816952    ,1    ,16    ,5    ,1    ,22    ,19    ,Reaction2
 1.3689094905    ,0    ,16    ,4    ,1    ,22    ,20    ,Reaction2
 1.3849684169    ,1    ,15    ,4    ,1    ,23    ,20    ,Reaction1
 1.3980899239    ,2    ,14    ,4    ,1    ,24    ,20    ,Reaction1
 1.3998347193    ,0    ,14    ,4    ,2    ,24    ,20    ,ReactionN
 1.4339515525    ,1    ,13    ,4    ,2    ,25    ,20    ,Reaction1
 1.4562426106    ,2    ,12    ,4    ,2    ,26    ,20    ,Reaction1
 1.4848186472    ,3    ,11    ,4    ,2    ,27    ,20    ,Reaction1
 1.5426687564    ,2    ,11    ,3    ,2    ,27    ,21    ,Reaction2
 1.5532846025    ,1    ,11    ,2    ,2    ,27    ,22    ,Reaction2
 1.5816655101    ,2    ,10    ,2    ,2    ,28    ,22    ,Reaction1
 1.9893785788    ,1    ,10    ,1    ,2    ,28    ,23    ,Reaction2
 2.1991746726    ,2    ,9    ,1    ,2    ,29    ,23    ,Reaction1
 2.2192535338    ,3    ,8    ,1    ,2    ,30    ,23    ,Reaction1
 2.2452253845    ,4    ,7    ,1    ,2    ,31    ,23    ,Reaction1
 2.3051234915    ,2    ,7    ,1    ,3    ,31    ,23    ,ReactionN
 2.3299847819    ,3    ,6    ,1    ,3    ,32    ,23    ,Reaction1
 2.3607602223    ,1    ,6    ,1    ,4    ,32    ,23    ,ReactionN
 2.7353839935    ,2    ,5    ,1    ,4    ,33    ,23    ,Reaction1
 2.7957936804    ,1    ,5    ,0    ,4    ,33    ,24    ,Reaction2
 2.9461017795    ,2    ,4    ,0    ,4    ,34    ,24    ,Reaction1
 2.9752838333    ,0    ,4    ,0    ,5    ,34    ,24    ,ReactionN
 3.0131856724    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction1
 3.2303244744    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 3.3486674302    ,0    ,2    ,0    ,6    ,36    ,24    ,ReactionN
 3.7057500107    ,1    ,1    ,0    ,6    ,37    ,24    ,Reaction1
 4.7737945019    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 4.8219915246    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 080
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0103014220    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0401141813    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0576137967    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction2
 0.0949608782    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction1
 0.1024703608    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction2
 0.2201305193    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction1
 0.2210686046    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction2
 0.2641537732    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction1
 0.2676049015    ,3    ,32    ,21    ,0    ,6    ,3    ,Reaction1
 0.2692118284    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction2
 0.2714418792    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction2
 0.2724372653    ,2    ,31    ,19    ,0    ,7    ,5    ,Reaction1
 0.2838035448    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction2
 0.2866559339    ,0    ,31    ,17    ,0    ,7    ,7    ,Reaction2
 0.3069142362    ,1    ,30    ,17    ,0    ,8    ,7    ,Reaction1
 0.3084237754    ,2    ,29    ,17    ,0    ,9    ,7    ,Reaction1
 0.3091157411    ,1    ,29    ,16    ,0    ,9    ,8    ,Reaction2
 0.3385429128    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction1
 0.3500999581    ,1    ,28    ,15    ,0    ,10    ,9    ,Reaction2
 0.3518543135    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction1
 0.3603712918    ,1    ,27    ,14    ,0    ,11    ,10    ,Reaction2
 0.3654619725    ,2    ,26    ,14    ,0    ,12    ,10    ,Reaction1
 0.3860821904    ,1    ,26    ,13    ,0    ,12    ,11    ,Reaction2
 0.4220512716    ,2    ,25    ,13    ,0    ,13    ,11    ,Reaction1
 0.4369044482    ,3    ,24    ,13    ,0    ,14    ,11    ,Reaction1
 0.4417775559    ,2    ,24    ,12    ,0    ,14    ,12    ,Reaction2
 0.4453266868    ,1    ,24    ,11    ,0    ,14    ,13    ,Reaction2
 0.4720784626    ,2    ,23    ,11    ,0    ,15    ,13    ,Reaction1
 0.4785375179    ,3    ,22    ,11    ,0    ,16    ,13    ,Reaction1
 0.4794250803    ,2    ,22    ,10    ,0    ,16    ,14    ,Reaction2
 0.4998540066    ,0    ,22    ,10    ,1    ,16    ,14    ,ReactionN
 0.5002854828    ,1    ,21    ,10    ,1    ,17    ,14    ,Reaction1
 0.5383483691    ,2    ,20    ,10    ,1    ,18    ,14    ,Reaction1
 0.5408466753    ,1    ,20    ,9    ,1    ,18    ,15    ,Reaction2
 0.5590392576    ,0    ,20    ,8    ,1    ,18    ,16    ,Reaction2
 0.6106694593    ,1    ,19    ,8    ,1    ,19    ,16    ,Reaction1
 0.6364974538    ,2    ,18    ,8    ,1    ,20    ,16    ,Reaction1
 0.6434445437    ,3    ,17    ,8    ,1    ,21    ,16    ,Reaction1
 0.6552350978    ,4    ,16    ,8    ,1    ,22    ,16    ,Reaction1
 0.6607875247    ,3    ,16    ,7    ,1    ,22    ,17    ,Reaction2
 0.6805384829    ,2    ,16    ,6    ,1    ,22    ,18    ,Reaction2
 0.6850754725    ,0    ,16    ,6    ,2    ,22    ,18    ,ReactionN
 0.7372553827    ,1    ,15    ,6    ,2    ,23    ,18    ,Reaction1
 0.7742602565    ,2    ,14    ,6    ,2    ,24    ,18    ,Reaction1
 0.7762860643    ,3    ,13    ,6    ,2    ,25    ,18    ,Reaction1
 0.7766127224    ,4    ,12    ,6    ,2    ,26    ,18    ,Reaction1
 0.7980657727    ,3    ,12    ,5    ,2    ,26    ,19    ,Reaction2
 0.8023351233    ,1    ,12    ,5    ,3    ,26    ,19    ,ReactionN
 0.8338041821    ,2    ,11    ,5    ,3    ,27    ,19    ,Reaction1
 0.8479717445    ,1    ,11    ,4    ,3    ,27    ,20    ,Reaction2
 0.8703546737    ,0    ,11    ,3    ,3    ,27    ,21    ,Reaction2
 0.9224594194    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction1
 0.9985561035    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 1.0387923760    ,1    ,9    ,2    ,3    ,29    ,22    ,Reaction2
 1.0637673727    ,2    ,8    ,2    ,3    ,30    ,22    ,Reaction1
 1.0979806053    ,1    ,8    ,1    ,3    ,30    ,23    ,Reaction2
 1.1636108920    ,2    ,7    ,1    ,3    ,31    ,23    ,Reaction1
 1.2632873193    ,0    ,7    ,1    ,4    ,31    ,23    ,ReactionN
 1.6209706743    ,1    ,6    ,1    ,4    ,32    ,23    ,Reaction1
 1.7748296112    ,2    ,5    ,1    ,4    ,33    ,23    ,Reaction1
 1.9735326416    ,0    ,5    ,1    ,5    ,33    ,23    ,ReactionN
 2.2909105200    ,1    ,4    ,1    ,5    ,34    ,23    ,Reaction1
 2.5283800900    ,2    ,3    ,1    ,5    ,35    ,23    ,Reaction1
 2.6497275343    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction2
 2.8477179598    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 3.1898236313    ,3    ,1    ,0    ,5    ,37    ,24    ,Reaction1
 3.3750378407    ,1    ,1    ,0    ,6    ,37    ,24    ,ReactionN
 3.5086677922    ,2    ,0    ,0    ,6    ,38    ,24    ,Reaction1
 4.3293616729    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 081
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0024525944    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0117364921    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0234343278    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction2
 0.0856502389    ,0    ,36    ,22    ,0    ,2    ,2    ,Reaction2
 0.0924788252    ,1    ,35    ,22    ,0    ,3    ,2    ,Reaction1
 0.1548634990    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction1
 0.1651574944    ,1    ,34    ,21    ,0    ,4    ,3    ,Reaction2
 0.1751378182    ,0    ,34    ,20    ,0    ,4    ,4    ,Reaction2
 0.2031727519    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction1
 0.2217654814    ,2    ,32    ,20    ,0    ,6    ,4    ,Reaction1
 0.2260146486    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction2
 0.2679286085    ,0    ,32    ,18    ,0    ,6    ,6    ,Reaction2
 0.2702216742    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction1
 0.2785302264    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction1
 0.2827678115    ,3    ,29    ,18    ,0    ,9    ,6    ,Reaction1
 0.2890448293    ,4    ,28    ,18    ,0    ,10    ,6    ,Reaction1
 0.3048320769    ,3    ,28    ,17    ,0    ,10    ,7    ,Reaction2
 0.3113868664    ,2    ,28    ,16    ,0    ,10    ,8    ,Reaction2
 0.3269497487    ,1    ,28    ,15    ,0    ,10    ,9    ,Reaction2
 0.3584565816    ,2    ,27    ,15    ,0    ,11    ,9    ,Reaction1
 0.3639997804    ,3    ,26    ,15    ,0    ,12    ,9    ,Reaction1
 0.3653948281    ,1    ,26    ,15    ,1    ,12    ,9    ,ReactionN
 0.3727610195    ,0    ,26    ,14    ,1    ,12    ,10    ,Reaction2
 0.3979882983    ,1    ,25    ,14    ,1    ,13    ,10    ,Reaction1
 0.4054041476    ,2    ,24    ,14    ,1    ,14    ,10    ,Reaction1
 0.4074385349    ,1    ,24    ,13    ,1    ,14    ,11    ,Reaction2
 0.4361881061    ,2    ,23    ,13    ,1    ,15    ,11    ,Reaction1
 0.4363184513    ,1    ,23    ,12    ,1    ,15    ,12    ,Reaction2
 0.4774612211    ,2    ,22    ,12    ,1    ,16    ,12    ,Reaction1
 0.4894341852    ,1    ,22    ,11    ,1    ,16    ,13    ,Reaction2
 0.5507446662    ,2    ,21    ,11    ,1    ,17    ,13    ,Reaction1
 0.5625923908    ,1    ,21    ,10    ,1    ,17    ,14    ,Reaction2
 0.6359196744    ,0    ,21    ,9    ,1    ,17    ,15    ,Reaction2
 0.7436399734    ,1    ,20    ,9    ,1    ,18    ,15    ,Reaction1
 0.7518301215    ,0    ,20    ,8    ,1    ,18    ,16    ,Reaction2
 0.7530520234    ,1    ,19    ,8    ,1    ,19    ,16    ,Reaction1
 0.7550618982    ,0    ,19    ,7    ,1    ,19    ,17    ,Reaction2
 0.7570972267    ,1    ,18    ,7    ,1    ,20    ,17    ,Reaction1
 0.7615882103    ,2    ,17    ,7    ,1    ,21    ,17    ,Reaction1
 0.7775408776    ,3    ,16    ,7    ,1    ,22    ,17    ,Reaction1
 0.7878721275    ,2    ,16    ,6    ,1    ,22    ,18    ,Reaction2
 0.7958471402    ,3    ,15    ,6    ,1    ,23    ,18    ,Reaction1
 0.8700840011    ,2    ,15    ,5    ,1    ,23    ,19    ,Reaction2
 0.9184979959    ,1    ,15    ,4    ,1    ,23    ,20    ,Reaction2
 0.9571610774    ,0    ,15    ,3    ,1    ,23    ,21    ,Reaction2
 1.0706486097    ,1    ,14    ,3    ,1    ,24    ,21    ,Reaction1
 1.0916812853    ,2    ,13    ,3    ,1    ,25    ,21    ,Reaction1
 1.1540582033    ,3    ,12    ,3    ,1    ,26    ,21    ,Reaction1
 1.1603164546    ,4    ,11    ,3    ,1    ,27    ,21    ,Reaction1
 1.1839756360    ,5    ,10    ,3    ,1    ,28    ,21    ,Reaction1
 1.2068236354    ,3    ,10    ,3    ,2    ,28    ,21    ,ReactionN
 1.2338351260    ,1    ,10    ,3    ,3    ,28    ,21    ,ReactionN
 1.2659050739    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 1.3250845457    ,1    ,9    ,2    ,3    ,29    ,22    ,Reaction2
 1.4599164530    ,2    ,8    ,2    ,3    ,30    ,22    ,Reaction1
 1.5183750009    ,3    ,7    ,2    ,3    ,31    ,22    ,Reaction1
 1.5844797342    ,2    ,7    ,1    ,3    ,31    ,23    ,Reaction2
 1.6955831843    ,1    ,7    ,0    ,3    ,31    ,24    ,Reaction2
 1.7299114906    ,2    ,6    ,0    ,3    ,32    ,24    ,Reaction1
 2.1005521290    ,3    ,5    ,0    ,3    ,33    ,24    ,Reaction1
 2.4113123022    ,1    ,5    ,0    ,4    ,33    ,24    ,ReactionN
 2.6541639077    ,2    ,4    ,0    ,4    ,34    ,24    ,Reaction1
 2.7098194317    ,0    ,4    ,0    ,5    ,34    ,24    ,ReactionN
 3.0017437399    ,1    ,3    ,0    ,5    ,35    ,24    ,Reaction1
 3.9993326355    ,2    ,2    ,0    ,5    ,36    ,24    ,Reaction1
 4.4560677650    ,3    ,1    ,0    ,5    ,37    ,24    ,Reaction1
 4.6380726631    ,4    ,0    ,0    ,5    ,38    ,24    ,Reaction1
 4.7018230281    ,2    ,0    ,0    ,6    ,38    ,24    ,ReactionN
 5.0154739372    ,0    ,0    ,0    ,7    ,38    ,24    ,ReactionN
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 082
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.1281613859    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.1663615808    ,0    ,37    ,23    ,0    ,1    ,1    ,Reaction2
 0.1971188220    ,1    ,36    ,23    ,0    ,2    ,1    ,Reaction1
 0.2158792252    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction1
 0.2415173624    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.2425110408    ,1    ,34    ,23    ,1    ,4    ,1    ,ReactionN
 0.2459818852    ,2    ,33    ,23    ,1    ,5    ,1    ,Reaction1
 0.2529975458    ,3    ,32    ,23    ,1    ,6    ,1    ,Reaction1
 0.2822690256    ,2    ,32    ,22    ,1    ,6    ,2    ,Reaction2
 0.2981525389    ,3    ,31    ,22    ,1    ,7    ,2    ,Reaction1
 0.3016360916    ,2    ,31    ,21    ,1    ,7    ,3    ,Reaction2
 0.3081352700    ,3    ,30    ,21    ,1    ,8    ,3    ,Reaction1
 0.3107188573    ,1    ,30    ,21    ,2    ,8    ,3    ,ReactionN
 0.3335747526    ,0    ,30    ,20    ,2    ,8    ,4    ,Reaction2
 0.3699088645    ,1    ,29    ,20    ,2    ,9    ,4    ,Reaction1
 0.3771834082    ,2    ,28    ,20    ,2    ,10    ,4    ,Reaction1
 0.4061070445    ,1    ,28    ,19    ,2    ,10    ,5    ,Reaction2
 0.4490178006    ,0    ,28    ,18    ,2    ,10    ,6    ,Reaction2
 0.5289204581    ,1    ,27    ,18    ,2    ,11    ,6    ,Reaction1
 0.5333279563    ,0    ,27    ,17    ,2    ,11    ,7    ,Reaction2
 0.5595557937    ,1    ,26    ,17    ,2    ,12    ,7    ,Reaction1
 0.6101846760    ,2    ,25    ,17    ,2    ,13    ,7    ,Reaction1
 0.6115859431    ,1    ,25    ,16    ,2    ,13    ,8    ,Reaction2
 0.6154610007    ,2    ,24    ,16    ,2    ,14    ,8    ,Reaction1
 0.6331968438    ,3    ,23    ,16    ,2    ,15    ,8    ,Reaction1
 0.6349059487    ,2    ,23    ,15    ,2    ,15    ,9    ,Reaction2
 0.6676832159    ,1    ,23    ,14    ,2    ,15    ,10    ,Reaction2
 0.7051318814    ,0    ,23    ,13    ,2    ,15    ,11    ,Reaction2
 0.7723906909    ,1    ,22    ,13    ,2    ,16    ,11    ,Reaction1
 0.8150308059    ,2    ,21    ,13    ,2    ,17    ,11    ,Reaction1
 0.8280360330    ,1    ,21    ,12    ,2    ,17    ,12    ,Reaction2
 0.8653017680    ,0    ,21    ,11    ,2    ,17    ,13    ,Reaction2
 0.9361337815    ,1    ,20    ,11    ,2    ,18    ,13    ,Reaction1
 0.9667375788    ,0    ,20    ,10    ,2    ,18    ,14    ,Reaction2
 0.9801687139    ,1    ,19    ,10    ,2    ,19    ,14    ,Reaction1
 1.0321982545    ,0    ,19    ,9    ,2    ,19    ,15    ,Reaction2
 1.0927106500    ,1    ,18    ,9    ,2    ,20    ,15    ,Reaction1
 1.2122271204    ,2    ,17    ,9    ,2    ,21    ,15    ,Reaction1
 1.2142617314    ,1    ,17    ,8    ,2    ,21    ,16    ,Reaction2
 1.2490214988    ,2    ,16    ,8    ,2    ,22    ,16    ,Reaction1
 1.2777478712    ,3    ,15    ,8    ,2    ,23    ,16    ,Reaction1
 1.3653298337    ,4    ,14    ,8    ,2    ,24    ,16    ,Reaction1
 1.3861352684    ,2    ,14    ,8    ,3    ,24    ,16    ,ReactionN
 1.4184134719    ,1    ,14    ,7    ,3    ,24    ,17    ,Reaction2
 1.4444830725    ,2    ,13    ,7    ,3    ,25    ,17    ,Reaction1
 1.4707294953    ,3    ,12    ,7    ,3    ,26    ,17    ,Reaction1
 1.4752005661    ,2    ,12    ,6    ,3    ,26    ,18    ,Reaction2
 1.5050560919    ,3    ,11    ,6    ,3    ,27    ,18    ,Reaction1
 1.5409292211    ,4    ,10    ,6    ,3    ,28    ,18    ,Reaction1
 1.5422688907    ,3    ,10    ,5    ,3    ,28    ,19    ,Reaction2
 1.6567563057    ,2    ,10    ,4    ,3    ,28    ,20    ,Reaction2
 1.7103284373    ,0    ,10    ,4    ,4    ,28    ,20    ,ReactionN
 1.7158070036    ,1    ,9    ,4    ,4    ,29    ,20    ,Reaction1
 1.8304521396    ,0    ,9    ,3    ,4    ,29    ,21    ,Reaction2
 1.8899126781    ,1    ,8    ,3    ,4    ,30    ,21    ,Reaction1
 1.9900772140    ,2    ,7    ,3    ,4    ,31    ,21    ,Reaction1
 2.0969237149    ,0    ,7    ,3    ,5    ,31    ,21    ,ReactionN
 2.1670051405    ,1    ,6    ,3    ,5    ,32    ,21    ,Reaction1
 2.2674070316    ,0    ,6    ,2    ,5    ,32    ,22    ,Reaction2
 2.3378220337    ,1    ,5    ,2    ,5    ,33    ,22    ,Reaction1
 2.3696281435    ,2    ,4    ,2    ,5    ,34    ,22    ,Reaction1
 2.3710711325    ,0    ,4    ,2    ,6    ,34    ,22    ,ReactionN
 2.4472918987    ,1    ,3    ,2    ,6    ,35    ,22    ,Reaction1
 2.9639049530    ,2    ,2    ,2    ,6    ,36    ,22    ,Reaction1
 2.9881289597    ,0    ,2    ,2    ,7    ,36    ,22    ,ReactionN
 3.8690074075    ,1    ,1    ,2    ,7    ,37    ,22    ,Reaction1
 3.8941567170    ,0    ,1    ,1    ,7    ,37    ,23    ,Reaction2
 3.9568942339    ,1    ,0    ,1    ,7    ,38    ,23    ,Reaction1
 4.4840759652    ,0    ,0    ,0    ,7    ,38    ,24    ,Reaction2
 100.0000000000    ,0    ,0    ,0    ,7    ,38    ,24    ,TimeMax
 ####
 Run: 083
 Times,Y   ,X1   ,X2   ,RC_ReactionN   ,RC_Reaction1   ,RC_Reaction2   ,ReactionFired
0.0000000000    ,0    ,38    ,24    ,0    ,0    ,0    ,TimeZero
 0.0406681436    ,1    ,37    ,24    ,0    ,1    ,0    ,Reaction1
 0.0558461522    ,2    ,36    ,24    ,0    ,2    ,0    ,Reaction1
 0.0596691162    ,3    ,35    ,24    ,0    ,3    ,0    ,Reaction1
 0.0817532540    ,2    ,35    ,23    ,0    ,3    ,1    ,Reaction2
 0.0969449631    ,3    ,34    ,23    ,0    ,4    ,1    ,Reaction1
 0.1231090299    ,2    ,34    ,22    ,0    ,4    ,2    ,Reaction2
 0.1258361273    ,3    ,33    ,22    ,0    ,5    ,2    ,Reaction1
 0.1343959390    ,2    ,33    ,21    ,0    ,5    ,3    ,Reaction2
 0.1367741758    ,1    ,33    ,20    ,0    ,5    ,4    ,Reaction2
 0.1449425953    ,0    ,33    ,19    ,0    ,5    ,5    ,Reaction2
 0.1810991611    ,1    ,32    ,19    ,0    ,6    ,5    ,Reaction1
 0.1855140181    ,0    ,32    ,18    ,0    ,6    ,6    ,Reaction2
 0.1958372255    ,1    ,31    ,18    ,0    ,7    ,6    ,Reaction1
 0.2128369017    ,2    ,30    ,18    ,0    ,8    ,6    ,Reaction1
 0.2147963462    ,3    ,29    ,18    ,0    ,9    ,6    ,Reaction1
 0.2425353499    ,2    ,29    ,17    ,0    ,9    ,7    ,Reaction2
 0.2465402202    ,3    ,28    ,17    ,0    ,10    ,7    ,Reaction1
 0.2477081321    ,4    ,27    ,17    ,0    ,11    ,7    ,Reaction1
 0.2603848121    ,5    ,26    ,17    ,0    ,12    ,7    ,Reaction1
 0.2792086064    ,4    ,26    ,16    ,0    ,12    ,8    ,Reaction2
 0.2936920229    ,3    ,26    ,15    ,0    ,12    ,9    ,Reaction2
 0.3085424854    ,2    ,26    ,14    ,0    ,12    ,10    ,Reaction2
 0.3095497016    ,3    ,25    ,14    ,0    ,13    ,10    ,Reaction1
 0.3388940572    ,2    ,25    ,13    ,0    ,13    ,11    ,Reaction2
 0.3708113409    ,1    ,25    ,12    ,0    ,13    ,12    ,Reaction2
 0.4106906759    ,0    ,25    ,11    ,0    ,13    ,13    ,Reaction2
 0.4114548878    ,1    ,24    ,11    ,0    ,14    ,13    ,Reaction1
 0.4354205268    ,2    ,23    ,11    ,0    ,15    ,13    ,Reaction1
 0.4531551857    ,3    ,22    ,11    ,0    ,16    ,13    ,Reaction1
 0.4783823386    ,4    ,21    ,11    ,0    ,17    ,13    ,Reaction1
 0.4790679087    ,2    ,21    ,11    ,1    ,17    ,13    ,ReactionN
 0.4810566504    ,3    ,20    ,11    ,1    ,18    ,13    ,Reaction1
 0.5257962937    ,2    ,20    ,10    ,1    ,18    ,14    ,Reaction2
 0.6042835512    ,1    ,20    ,9    ,1    ,18    ,15    ,Reaction2
 0.6435763958    ,2    ,19    ,9    ,1    ,19    ,15    ,Reaction1
 0.6523038836    ,3    ,18    ,9    ,1    ,20    ,15    ,Reaction1
 0.6774510158    ,4    ,17    ,9    ,1    ,21    ,15    ,Reaction1
 0.6904758779    ,2    ,17    ,9    ,2    ,21    ,15    ,ReactionN
 0.6933663175    ,3    ,16    ,9    ,2    ,22    ,15    ,Reaction1
 0.7311687055    ,2    ,16    ,8    ,2    ,22    ,16    ,Reaction2
 0.7516925246    ,3    ,15    ,8    ,2    ,23    ,16    ,Reaction1
 0.7548696571    ,2    ,15    ,7    ,2    ,23    ,17    ,Reaction2
 0.8007347130    ,3    ,14    ,7    ,2    ,24    ,17    ,Reaction1
 0.8138612187    ,2    ,14    ,6    ,2    ,24    ,18    ,Reaction2
 0.8553315852    ,3    ,13    ,6    ,2    ,25    ,18    ,Reaction1
 0.8919416608    ,4    ,12    ,6    ,2    ,26    ,18    ,Reaction1
 0.9085683693    ,2    ,12    ,6    ,3    ,26    ,18    ,ReactionN
 0.9355359772    ,1    ,12    ,5    ,3    ,26    ,19    ,Reaction2
 1.0558671032    ,2    ,11    ,5    ,3    ,27    ,19    ,Reaction1
 1.0897234718    ,3    ,10    ,5    ,3    ,28    ,19    ,Reaction1
 1.2323135911    ,2    ,10    ,4    ,3    ,28    ,20    ,Reaction2
 1.3497090273    ,1    ,10    ,3    ,3    ,28    ,21    ,Reaction2
 1.3616025891    ,2    ,9    ,3    ,3    ,29    ,21    ,Reaction1
 1.3825647877    ,1    ,9    ,2    ,3    ,29    ,22    ,Reaction2
 1.4986404576    ,0    ,9    ,1    ,3    ,29    ,23    ,Reaction2
 1.5496437906    ,1    ,8    ,1    ,3    ,30    ,23    ,Reaction1
 1.5652300064    ,2    ,7    ,1    ,3    ,31    ,23    ,Reaction1
 1.8167056157    ,3    ,6    ,1    ,3    ,32    ,23    ,Reaction1
 1.8291961550    ,4    ,5    ,1    ,3    ,33    ,23    ,Reaction1
 1.8450993677    ,2    ,5    ,1    ,4    ,33    ,23    ,ReactionN
 1.9099865711    ,3    ,4    ,1    ,4    ,34    ,23    ,Reaction1
 1.9665853825    ,1    ,4    ,1    ,5    ,34    ,23    ,ReactionN
