Name,ConcreteInputName,AbstractTestName,EvaluationTime,EvaluationNames,Pass,Fail,Error,FlakeyFail,DeterministicPass,DeterministicFail,DeterministicError,Evaluation_Number,Evaluation_NumberPass,Evaluation_NumberFail,Evaluation_NumberError
M16|6|506,6|506,M16,MaxTime,{M16|6|506|Evaluation|001|Evaluation|001}{M16|6|506|Evaluation|002|Evaluation|002}{M16|6|506|Evaluation|003|Evaluation|003}{M16|6|506|Evaluation|004|Evaluation|004}{M16|6|506|Evaluation|005|Evaluation|005}{M16|6|506|Evaluation|006|Evaluation|006}{M16|6|506|Evaluation|007|Evaluation|007}{M16|6|506|Evaluation|008|Evaluation|008}{M16|6|506|Evaluation|009|Evaluation|009}{M16|6|506|Evaluation|010|Evaluation|010},1,1,0,1,0,0,0,10,7,3,0
