CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
1,31,3,1,6,3,0,3,1,2,1,1,7,0,0,2,0,1,3,1,1,0,2,0.281945357487615,Reaction5
1,31,3,1,6,3,0,3,0,2,1,1,7,0,0,2,1,1,3,1,1,0,2,0.290553716810372,Reaction3
1,31,3,1,6,1,0,3,1,2,1,1,7,0,0,3,1,1,3,1,1,0,2,0.292397584846208,Reaction2
0,30,4,1,6,1,0,3,1,2,1,2,7,0,0,3,1,1,3,1,1,0,2,0.300993689893807,NEW_REACTION
1,30,5,1,6,1,0,3,1,1,1,2,7,0,0,3,1,1,3,1,1,0,3,0.321988719661752,Reaction9
1,29,5,2,7,2,0,3,1,1,1,2,8,0,0,3,1,1,3,1,1,0,3,0.334093572400896,Reaction1
1,29,5,2,7,2,0,3,0,1,1,2,8,0,0,3,2,1,3,1,1,0,3,0.338520446268524,Reaction3
0,28,6,2,7,2,0,3,0,1,1,3,8,0,0,3,2,1,3,1,1,0,3,0.371018294876158,NEW_REACTION
0,28,6,0,7,2,0,4,0,1,1,3,8,0,0,3,2,1,4,1,1,0,3,0.423624015694371,Reaction5
0,27,6,1,8,3,0,4,0,1,1,3,9,0,0,3,2,1,4,1,1,0,3,0.444137241537288,Reaction1
0,26,6,2,9,4,0,4,0,1,1,3,10,0,0,3,2,1,4,1,1,0,3,0.46500121977791,Reaction1
0,26,6,2,9,2,0,4,1,1,1,3,10,0,0,4,2,1,4,1,1,0,3,0.487323522039211,Reaction2
0,25,6,3,10,3,0,4,1,1,1,3,11,0,0,4,2,1,4,1,1,0,3,0.504512513928326,Reaction1
0,25,6,3,10,1,0,4,2,1,1,3,11,0,0,5,2,1,4,1,1,0,3,0.527142650708866,Reaction2
0,24,6,4,11,2,0,4,2,1,1,3,12,0,0,5,2,1,4,1,1,0,3,0.532709646143908,Reaction1
0,24,6,4,11,0,0,4,3,1,1,3,12,0,0,6,2,1,4,1,1,0,3,0.539297523419011,Reaction2
0,24,6,2,11,0,0,5,3,1,1,3,12,0,0,6,2,1,5,1,1,0,3,0.581906449458635,Reaction5
0,23,6,3,12,1,0,5,3,1,1,3,13,0,0,6,2,1,5,1,1,0,3,0.5832679137163,Reaction1
0,23,7,3,12,1,1,4,3,1,1,3,13,0,0,6,2,1,5,1,1,1,3,0.585940586144937,Reaction8
0,22,7,4,13,2,1,4,3,1,1,3,14,0,0,6,2,1,5,1,1,1,3,0.586537583819875,Reaction1
0,22,7,4,13,2,1,4,2,1,1,3,14,0,0,6,2,2,5,1,1,1,3,0.59632662136545,Reaction4
0,22,7,4,13,2,1,4,1,1,1,3,14,0,0,6,3,2,5,1,1,1,3,0.602808947095384,Reaction3
0,22,8,4,13,2,2,3,1,1,1,3,14,0,0,6,3,2,5,1,1,2,3,0.611426700410103,Reaction8
0,22,8,4,13,2,2,3,0,1,1,3,14,0,0,6,4,2,5,1,1,2,3,0.61404930493077,Reaction3
0,22,8,2,13,2,2,4,0,1,1,3,14,0,0,6,4,2,6,1,1,2,3,0.618878816682568,Reaction5
0,22,8,0,13,2,2,5,0,1,1,3,14,0,0,6,4,2,7,1,1,2,3,0.633776613776964,Reaction5
0,22,7,0,13,2,1,6,0,1,1,3,14,1,0,6,4,2,7,1,1,2,3,0.662499426399762,Reaction10
0,22,7,0,12,2,1,6,0,7,4,3,14,1,0,6,4,2,7,2,1,2,3,0.663737083856878,Reaction6
0,22,7,0,12,2,1,6,0,5,2,3,14,1,0,6,4,2,7,2,2,2,3,0.664978870085895,Reaction7
0,22,7,0,12,2,1,6,0,3,0,3,14,1,0,6,4,2,7,2,3,2,3,0.666673478129681,Reaction7
0,21,7,1,13,3,1,6,0,3,0,3,15,1,0,6,4,2,7,2,3,2,3,0.688710027779194,Reaction1
0,21,6,1,13,3,0,7,0,3,0,3,15,2,0,6,4,2,7,2,3,2,3,0.697024613587139,Reaction10
0,20,6,2,14,4,0,7,0,3,0,3,16,2,0,6,4,2,7,2,3,2,3,0.762058700340804,Reaction1
0,19,6,3,15,5,0,7,0,3,0,3,17,2,0,6,4,2,7,2,3,2,3,0.775536693721487,Reaction1
0,19,6,3,15,3,0,7,1,3,0,3,17,2,0,7,4,2,7,2,3,2,3,0.776191382329046,Reaction2
0,18,6,4,16,4,0,7,1,3,0,3,18,2,0,7,4,2,7,2,3,2,3,0.862036619298419,Reaction1
0,18,6,4,16,2,0,7,2,3,0,3,18,2,0,8,4,2,7,2,3,2,3,0.862394379042458,Reaction2
1,18,7,4,16,2,0,7,2,2,0,3,18,2,0,8,4,2,7,2,3,2,4,0.87648921340239,Reaction9
1,17,7,5,17,3,0,7,2,2,0,3,19,2,0,8,4,2,7,2,3,2,4,0.879683840294226,Reaction1
1,17,7,5,17,3,0,7,1,2,0,3,19,2,0,8,5,2,7,2,3,2,4,0.887938298951912,Reaction3
1,17,7,3,17,3,0,8,1,2,0,3,19,2,0,8,5,2,8,2,3,2,4,0.899859184679964,Reaction5
0,17,6,3,17,3,0,8,1,3,0,3,19,2,1,8,5,2,8,2,3,2,4,0.903661130735303,Reaction11
0,17,6,3,16,3,0,8,1,9,3,3,19,2,1,8,5,2,8,3,3,2,4,0.905512117296723,Reaction6
0,17,6,3,15,3,0,8,1,15,6,3,19,2,1,8,5,2,8,4,3,2,4,0.906347959526949,Reaction6
0,17,6,3,15,3,0,8,1,13,4,3,19,2,1,8,5,2,8,4,4,2,4,0.906389064918751,Reaction7
0,17,6,3,15,3,0,8,1,11,2,3,19,2,1,8,5,2,8,4,5,2,4,0.907011282460365,Reaction7
0,17,6,3,15,3,0,8,1,9,0,3,19,2,1,8,5,2,8,4,6,2,4,0.908358169402713,Reaction7
0,17,6,3,15,1,0,8,2,9,0,3,19,2,1,9,5,2,8,4,6,2,4,0.910932555913452,Reaction2
0,17,6,3,15,1,0,8,1,9,0,3,19,2,1,9,6,2,8,4,6,2,4,0.913354207980855,Reaction3
0,17,6,1,15,1,0,9,1,9,0,3,19,2,1,9,6,2,9,4,6,2,4,0.915794082021095,Reaction5
0,16,6,2,16,2,0,9,1,9,0,3,20,2,1,9,6,2,9,4,6,2,4,0.952405157940879,Reaction1
0,16,6,2,15,2,0,9,1,15,3,3,20,2,1,9,6,2,9,5,6,2,4,0.965316285628113,Reaction6
1,16,7,2,15,2,0,9,1,14,3,3,20,2,1,9,6,2,9,5,6,2,5,0.96733776558252,Reaction9
1,16,7,2,15,2,0,9,1,12,1,3,20,2,1,9,6,2,9,5,7,2,5,0.969114595026869,Reaction7
1,16,8,2,15,2,1,8,1,12,1,3,20,2,1,9,6,2,9,5,7,3,5,0.974771214061228,Reaction8
0,16,7,2,15,2,1,8,1,13,1,3,20,2,2,9,6,2,9,5,7,3,5,0.978796367792723,Reaction11
0,16,6,2,15,2,0,9,1,13,1,3,20,3,2,9,6,2,9,5,7,3,5,0.983139269325751,Reaction10
0,16,6,2,14,2,0,9,1,19,4,3,20,3,2,9,6,2,9,6,7,3,5,1.0271352433801,Reaction6
0,16,6,2,14,2,0,9,1,17,2,3,20,3,2,9,6,2,9,6,8,3,5,1.02729934655079,Reaction7
0,16,6,2,14,2,0,9,1,15,0,3,20,3,2,9,6,2,9,6,9,3,5,1.02739757560366,Reaction7
0,15,6,3,15,3,0,9,1,15,0,3,21,3,2,9,6,2,9,6,9,3,5,1.03111229826996,Reaction1
1,15,7,3,15,3,0,9,1,14,0,3,21,3,2,9,6,2,9,6,9,3,6,1.03133830528,Reaction9
1,15,7,3,14,3,0,9,1,20,3,3,21,3,2,9,6,2,9,7,9,3,6,1.04090167088611,Reaction6
2,15,8,3,14,3,0,9,1,19,3,3,21,3,2,9,6,2,9,7,9,3,7,1.04120229281556,Reaction9
2,15,8,3,14,3,0,9,1,17,1,3,21,3,2,9,6,2,9,7,10,3,7,1.0416878559234,Reaction7
1,14,9,3,14,3,0,9,1,17,1,4,21,3,2,9,6,2,9,7,10,3,7,1.04515877012866,NEW_REACTION
0,14,8,3,14,3,0,9,1,18,1,4,21,3,3,9,6,2,9,7,10,3,7,1.05642747198417,Reaction11
0,14,9,3,14,3,1,8,1,18,1,4,21,3,3,9,6,2,9,7,10,4,7,1.07383702732055,Reaction8
1,14,10,3,14,3,1,8,1,17,1,4,21,3,3,9,6,2,9,7,10,4,8,1.07584471717612,Reaction9
2,14,11,3,14,3,1,8,1,16,1,4,21,3,3,9,6,2,9,7,10,4,9,1.07693996866638,Reaction9
2,13,11,4,15,4,1,8,1,16,1,4,22,3,3,9,6,2,9,7,10,4,9,1.07838898716458,Reaction1
2,12,11,5,16,5,1,8,1,16,1,4,23,3,3,9,6,2,9,7,10,4,9,1.07872595932746,Reaction1
2,12,10,5,16,5,0,9,1,16,1,4,23,4,3,9,6,2,9,7,10,4,9,1.07928485622503,Reaction10
1,11,11,5,16,5,0,9,1,16,1,5,23,4,3,9,6,2,9,7,10,4,9,1.08167446521912,NEW_REACTION
1,10,11,6,17,6,0,9,1,16,1,5,24,4,3,9,6,2,9,7,10,4,9,1.08343313708462,Reaction1
2,10,12,6,17,6,0,9,1,15,1,5,24,4,3,9,6,2,9,7,10,4,10,1.08440040030113,Reaction9
3,10,13,6,17,6,0,9,1,14,1,5,24,4,3,9,6,2,9,7,10,4,11,1.08603332883264,Reaction9
3,10,14,6,17,6,1,8,1,14,1,5,24,4,3,9,6,2,9,7,10,5,11,1.08715216936209,Reaction8
3,10,14,4,17,6,1,9,1,14,1,5,24,4,3,9,6,2,10,7,10,5,11,1.08774082727081,Reaction5
3,10,13,4,17,6,0,10,1,14,1,5,24,5,3,9,6,2,10,7,10,5,11,1.09058958468359,Reaction10
3,10,13,4,16,6,0,10,1,20,4,5,24,5,3,9,6,2,10,8,10,5,11,1.0962768402354,Reaction6
3,10,13,4,16,6,0,10,1,18,2,5,24,5,3,9,6,2,10,8,11,5,11,1.09649061071394,Reaction7
3,10,13,4,16,6,0,10,1,16,0,5,24,5,3,9,6,2,10,8,12,5,11,1.10021862576231,Reaction7
2,9,14,4,16,6,0,10,1,16,0,6,24,5,3,9,6,2,10,8,12,5,11,1.10338377355501,NEW_REACTION
3,9,15,4,16,6,0,10,1,15,0,6,24,5,3,9,6,2,10,8,12,5,12,1.10949738423079,Reaction9
4,9,16,4,16,6,0,10,1,14,0,6,24,5,3,9,6,2,10,8,12,5,13,1.11384862913161,Reaction9
4,9,16,4,15,6,0,10,1,20,3,6,24,5,3,9,6,2,10,9,12,5,13,1.11910770775886,Reaction6
4,9,16,4,15,6,0,10,1,18,1,6,24,5,3,9,6,2,10,9,13,5,13,1.11913715071834,Reaction7
4,9,16,4,15,4,0,10,2,18,1,6,24,5,3,10,6,2,10,9,13,5,13,1.12286477420567,Reaction2
3,9,15,4,15,4,0,10,2,19,1,6,24,5,4,10,6,2,10,9,13,5,13,1.12344069499123,Reaction11
3,9,15,4,15,4,0,10,1,19,1,6,24,5,4,10,7,2,10,9,13,5,13,1.12496379843626,Reaction3
2,9,14,4,15,4,0,10,1,20,1,6,24,5,5,10,7,2,10,9,13,5,13,1.12627423264155,Reaction11
3,9,15,4,15,4,0,10,1,19,1,6,24,5,5,10,7,2,10,9,13,5,14,1.13211612448359,Reaction9
4,9,16,4,15,4,0,10,1,18,1,6,24,5,5,10,7,2,10,9,13,5,15,1.13901998467049,Reaction9
3,8,17,4,15,4,0,10,1,18,1,7,24,5,5,10,7,2,10,9,13,5,15,1.14234726478899,NEW_REACTION
2,8,16,4,15,4,0,10,1,19,1,7,24,5,6,10,7,2,10,9,13,5,15,1.15143695198831,Reaction11
3,8,17,4,15,4,0,10,1,18,1,7,24,5,6,10,7,2,10,9,13,5,16,1.15222722811508,Reaction9
3,8,17,4,14,4,0,10,1,24,4,7,24,5,6,10,7,2,10,10,13,5,16,1.16925551502081,Reaction6
3,8,17,4,14,4,0,10,1,22,2,7,24,5,6,10,7,2,10,10,14,5,16,1.16927276693303,Reaction7
3,8,17,4,14,4,0,10,1,20,0,7,24,5,6,10,7,2,10,10,15,5,16,1.16993265106025,Reaction7
4,8,18,4,14,4,0,10,1,19,0,7,24,5,6,10,7,2,10,10,15,5,17,1.17287020166689,Reaction9
4,8,18,4,13,4,0,10,1,25,3,7,24,5,6,10,7,2,10,11,15,5,17,1.17424912254044,Reaction6
4,8,18,4,13,4,0,10,1,23,1,7,24,5,6,10,7,2,10,11,16,5,17,1.17466576250095,Reaction7
3,7,19,4,13,4,0,10,1,23,1,8,24,5,6,10,7,2,10,11,16,5,17,1.17543275321268,NEW_REACTION
3,7,19,4,12,4,0,10,1,29,4,8,24,5,6,10,7,2,10,12,16,5,17,1.18043097871559,Reaction6
3,7,19,4,12,4,0,10,1,27,2,8,24,5,6,10,7,2,10,12,17,5,17,1.18085022437718,Reaction7
3,7,19,4,12,4,0,10,1,25,0,8,24,5,6,10,7,2,10,12,18,5,17,1.18155322475487,Reaction7
4,7,20,4,12,4,0,10,1,24,0,8,24,5,6,10,7,2,10,12,18,5,18,1.18643678934612,Reaction9
4,7,20,2,12,4,0,11,1,24,0,8,24,5,6,10,7,2,11,12,18,5,18,1.18662038574624,Reaction5
4,6,20,3,13,5,0,11,1,24,0,8,25,5,6,10,7,2,11,12,18,5,18,1.18663206897844,Reaction1
3,6,19,3,13,5,0,11,1,25,0,8,25,5,7,10,7,2,11,12,18,5,18,1.18682661484273,Reaction11
4,6,20,3,13,5,0,11,1,24,0,8,25,5,7,10,7,2,11,12,18,5,19,1.18780709198691,Reaction9
5,6,21,3,13,5,0,11,1,23,0,8,25,5,7,10,7,2,11,12,18,5,20,1.18902550150357,Reaction9
5,5,21,4,14,6,0,11,1,23,0,8,26,5,7,10,7,2,11,12,18,5,20,1.19061540697302,Reaction1
4,5,20,4,14,6,0,11,1,24,0,8,26,5,8,10,7,2,11,12,18,5,20,1.19087950805777,Reaction11
4,5,20,4,13,6,0,11,1,30,3,8,26,5,8,10,7,2,11,13,18,5,20,1.19142457303565,Reaction6
4,5,20,4,12,6,0,11,1,36,6,8,26,5,8,10,7,2,11,14,18,5,20,1.19142758845341,Reaction6
4,5,20,4,12,6,0,11,1,34,4,8,26,5,8,10,7,2,11,14,19,5,20,1.19143650217462,Reaction7
4,5,20,4,12,6,0,11,1,32,2,8,26,5,8,10,7,2,11,14,20,5,20,1.19154906424149,Reaction7
5,5,21,4,12,6,0,11,1,31,2,8,26,5,8,10,7,2,11,14,20,5,21,1.1918769925141,Reaction9
5,5,21,4,12,6,0,11,1,29,0,8,26,5,8,10,7,2,11,14,21,5,21,1.19208841349849,Reaction7
4,5,20,4,12,6,0,11,1,30,0,8,26,5,9,10,7,2,11,14,21,5,21,1.19275589722108,Reaction11
4,5,20,4,12,4,0,11,2,30,0,8,26,5,9,11,7,2,11,14,21,5,21,1.20076007925789,Reaction2
4,5,20,2,12,4,0,12,2,30,0,8,26,5,9,11,7,2,12,14,21,5,21,1.20229057153339,Reaction5
3,5,19,2,12,4,0,12,2,31,0,8,26,5,10,11,7,2,12,14,21,5,21,1.20689040816421,Reaction11
4,5,20,2,12,4,0,12,2,30,0,8,26,5,10,11,7,2,12,14,21,5,22,1.20706691459563,Reaction9
5,5,21,2,12,4,0,12,2,29,0,8,26,5,10,11,7,2,12,14,21,5,23,1.20784991205186,Reaction9
6,5,22,2,12,4,0,12,2,28,0,8,26,5,10,11,7,2,12,14,21,5,24,1.20857870550097,Reaction9
5,5,21,2,12,4,0,12,2,29,0,8,26,5,11,11,7,2,12,14,21,5,24,1.20891816377715,Reaction11
6,5,22,2,12,4,0,12,2,28,0,8,26,5,11,11,7,2,12,14,21,5,25,1.21001797096853,Reaction9
7,5,23,2,12,4,0,12,2,27,0,8,26,5,11,11,7,2,12,14,21,5,26,1.21165456515868,Reaction9
8,5,24,2,12,4,0,12,2,26,0,8,26,5,11,11,7,2,12,14,21,5,27,1.21507816749986,Reaction9
7,5,23,2,12,4,0,12,2,27,0,8,26,5,12,11,7,2,12,14,21,5,27,1.21735786361021,Reaction11
6,5,22,2,12,4,0,12,2,28,0,8,26,5,13,11,7,2,12,14,21,5,27,1.22221264508115,Reaction11
7,5,23,2,12,4,0,12,2,27,0,8,26,5,13,11,7,2,12,14,21,5,28,1.22426668469435,Reaction9
8,5,24,2,12,4,0,12,2,26,0,8,26,5,13,11,7,2,12,14,21,5,29,1.22445456904266,Reaction9
8,5,24,2,12,4,0,12,1,26,0,8,26,5,13,11,8,2,12,14,21,5,29,1.22987290122562,Reaction3
7,5,23,2,12,4,0,12,1,27,0,8,26,5,14,11,8,2,12,14,21,5,29,1.23267160679525,Reaction11
6,5,22,2,12,4,0,12,1,28,0,8,26,5,15,11,8,2,12,14,21,5,29,1.2341318035682,Reaction11
5,5,21,2,12,4,0,12,1,29,0,8,26,5,16,11,8,2,12,14,21,5,29,1.23548806779516,Reaction11
6,5,22,2,12,4,0,12,1,28,0,8,26,5,16,11,8,2,12,14,21,5,30,1.23589765520468,Reaction9
7,5,23,2,12,4,0,12,1,27,0,8,26,5,16,11,8,2,12,14,21,5,31,1.23689045943581,Reaction9
6,5,22,2,12,4,0,12,1,28,0,8,26,5,17,11,8,2,12,14,21,5,31,1.23735271634735,Reaction11
5,5,21,2,12,4,0,12,1,29,0,8,26,5,18,11,8,2,12,14,21,5,31,1.24800627207026,Reaction11
6,5,22,2,12,4,0,12,1,28,0,8,26,5,18,11,8,2,12,14,21,5,32,1.24892359091407,Reaction9
5,5,21,2,12,4,0,12,1,29,0,8,26,5,19,11,8,2,12,14,21,5,32,1.24960723163835,Reaction11
5,5,21,2,12,2,0,12,2,29,0,8,26,5,19,12,8,2,12,14,21,5,32,1.25007620119701,Reaction2
4,5,20,2,12,2,0,12,2,30,0,8,26,5,20,12,8,2,12,14,21,5,32,1.25853196263076,Reaction11
5,5,21,2,12,2,0,12,2,29,0,8,26,5,20,12,8,2,12,14,21,5,33,1.26073826765693,Reaction9
4,5,20,2,12,2,0,12,2,30,0,8,26,5,21,12,8,2,12,14,21,5,33,1.26491359351914,Reaction11
3,5,19,2,12,2,0,12,2,31,0,8,26,5,22,12,8,2,12,14,21,5,33,1.26685313004343,Reaction11
2,5,18,2,12,2,0,12,2,32,0,8,26,5,23,12,8,2,12,14,21,5,33,1.27696733644754,Reaction11
3,5,19,2,12,2,0,12,2,31,0,8,26,5,23,12,8,2,12,14,21,5,34,1.27714031561861,Reaction9
2,5,18,2,12,2,0,12,2,32,0,8,26,5,24,12,8,2,12,14,21,5,34,1.27803282811155,Reaction11
1,5,17,2,12,2,0,12,2,33,0,8,26,5,25,12,8,2,12,14,21,5,34,1.28066231536462,Reaction11
1,5,17,2,12,2,0,12,1,33,0,8,26,5,25,12,8,3,12,14,21,5,34,1.28431769507505,Reaction4
2,5,18,2,12,2,0,12,1,32,0,8,26,5,25,12,8,3,12,14,21,5,35,1.28844392334465,Reaction9
1,4,19,2,12,2,0,12,1,32,0,9,26,5,25,12,8,3,12,14,21,5,35,1.29084267883374,NEW_REACTION
1,4,20,2,12,2,1,11,1,32,0,9,26,5,25,12,8,3,12,14,21,6,35,1.29318334687558,Reaction8
1,4,20,2,12,2,1,11,0,32,0,9,26,5,25,12,9,3,12,14,21,6,35,1.2957527024755,Reaction3
2,4,21,2,12,2,1,11,0,31,0,9,26,5,25,12,9,3,12,14,21,6,36,1.31134303299509,Reaction9
2,4,20,2,12,2,0,12,0,31,0,9,26,6,25,12,9,3,12,14,21,6,36,1.31228014083601,Reaction10
1,3,21,2,12,2,0,12,0,31,0,10,26,6,25,12,9,3,12,14,21,6,36,1.31359901890983,NEW_REACTION
2,3,22,2,12,2,0,12,0,30,0,10,26,6,25,12,9,3,12,14,21,6,37,1.31670662380854,Reaction9
1,2,23,2,12,2,0,12,0,30,0,11,26,6,25,12,9,3,12,14,21,6,37,1.32580721465562,NEW_REACTION
2,2,24,2,12,2,0,12,0,29,0,11,26,6,25,12,9,3,12,14,21,6,38,1.32789555102815,Reaction9
3,2,25,2,12,2,0,12,0,28,0,11,26,6,25,12,9,3,12,14,21,6,39,1.34013122155605,Reaction9
4,2,26,2,12,2,0,12,0,27,0,11,26,6,25,12,9,3,12,14,21,6,40,1.34526133183148,Reaction9
5,2,27,2,12,2,0,12,0,26,0,11,26,6,25,12,9,3,12,14,21,6,41,1.35765504758027,Reaction9
6,2,28,2,12,2,0,12,0,25,0,11,26,6,25,12,9,3,12,14,21,6,42,1.36369645929146,Reaction9
5,1,29,2,12,2,0,12,0,25,0,12,26,6,25,12,9,3,12,14,21,6,42,1.3646287679536,NEW_REACTION
6,1,30,2,12,2,0,12,0,24,0,12,26,6,25,12,9,3,12,14,21,6,43,1.38220900917834,Reaction9
7,1,31,2,12,2,0,12,0,23,0,12,26,6,25,12,9,3,12,14,21,6,44,1.41331601177487,Reaction9
8,1,32,2,12,2,0,12,0,22,0,12,26,6,25,12,9,3,12,14,21,6,45,1.41480033304757,Reaction9
9,1,33,2,12,2,0,12,0,21,0,12,26,6,25,12,9,3,12,14,21,6,46,1.42450995857675,Reaction9
10,1,34,2,12,2,0,12,0,20,0,12,26,6,25,12,9,3,12,14,21,6,47,1.44742229996412,Reaction9
11,1,35,2,12,2,0,12,0,19,0,12,26,6,25,12,9,3,12,14,21,6,48,1.49867834958303,Reaction9
12,1,36,2,12,2,0,12,0,18,0,12,26,6,25,12,9,3,12,14,21,6,49,1.52498273094802,Reaction9
13,1,37,2,12,2,0,12,0,17,0,12,26,6,25,12,9,3,12,14,21,6,50,1.54128178325057,Reaction9
12,0,38,2,12,2,0,12,0,17,0,13,26,6,25,12,9,3,12,14,21,6,50,1.57620409151418,NEW_REACTION
12,0,38,2,11,2,0,12,0,23,3,13,26,6,25,12,9,3,12,15,21,6,50,1.61519527331102,Reaction6
12,0,38,2,11,2,0,12,0,21,1,13,26,6,25,12,9,3,12,15,22,6,50,1.61622653148403,Reaction7
13,0,39,2,11,2,0,12,0,20,1,13,26,6,25,12,9,3,12,15,22,6,51,1.67424829868039,Reaction9
14,0,40,2,11,2,0,12,0,19,1,13,26,6,25,12,9,3,12,15,22,6,52,1.71449635011559,Reaction9
15,0,41,2,11,2,0,12,0,18,1,13,26,6,25,12,9,3,12,15,22,6,53,1.72817864943247,Reaction9
16,0,42,2,11,2,0,12,0,17,1,13,26,6,25,12,9,3,12,15,22,6,54,1.74304401537058,Reaction9
16,0,42,2,10,2,0,12,0,23,4,13,26,6,25,12,9,3,12,16,22,6,54,1.79137748945456,Reaction6
16,0,42,2,10,2,0,12,0,21,2,13,26,6,25,12,9,3,12,16,23,6,54,1.79141830161209,Reaction7
16,0,42,2,10,2,0,12,0,19,0,13,26,6,25,12,9,3,12,16,24,6,54,1.79538457577642,Reaction7
17,0,43,2,10,2,0,12,0,18,0,13,26,6,25,12,9,3,12,16,24,6,55,1.79601732051452,Reaction9
18,0,44,2,10,2,0,12,0,17,0,13,26,6,25,12,9,3,12,16,24,6,56,1.84531101444461,Reaction9
18,0,44,2,9,2,0,12,0,23,3,13,26,6,25,12,9,3,12,17,24,6,56,1.95161433664422,Reaction6
18,0,44,2,9,2,0,12,0,21,1,13,26,6,25,12,9,3,12,17,25,6,56,1.95195883125944,Reaction7
18,0,44,2,8,2,0,12,0,27,4,13,26,6,25,12,9,3,12,18,25,6,56,1.96116747362004,Reaction6
18,0,44,2,8,2,0,12,0,25,2,13,26,6,25,12,9,3,12,18,26,6,56,1.96163783946564,Reaction7
18,0,44,2,8,2,0,12,0,23,0,13,26,6,25,12,9,3,12,18,27,6,56,1.96197855990938,Reaction7
19,0,45,2,8,2,0,12,0,22,0,13,26,6,25,12,9,3,12,18,27,6,57,1.96239838393252,Reaction9
20,0,46,2,8,2,0,12,0,21,0,13,26,6,25,12,9,3,12,18,27,6,58,1.98132759376293,Reaction9
21,0,47,2,8,2,0,12,0,20,0,13,26,6,25,12,9,3,12,18,27,6,59,2.01577425884897,Reaction9
22,0,48,2,8,2,0,12,0,19,0,13,26,6,25,12,9,3,12,18,27,6,60,2.03996057162867,Reaction9
22,0,48,0,8,2,0,13,0,19,0,13,26,6,25,12,9,3,13,18,27,6,60,2.07275817746052,Reaction5
23,0,49,0,8,2,0,13,0,18,0,13,26,6,25,12,9,3,13,18,27,6,61,2.09198783846508,Reaction9
24,0,50,0,8,2,0,13,0,17,0,13,26,6,25,12,9,3,13,18,27,6,62,2.12630027036966,Reaction9
25,0,51,0,8,2,0,13,0,16,0,13,26,6,25,12,9,3,13,18,27,6,63,2.16931104803721,Reaction9
26,0,52,0,8,2,0,13,0,15,0,13,26,6,25,12,9,3,13,18,27,6,64,2.16943200330417,Reaction9
26,0,52,0,8,0,0,13,1,15,0,13,26,6,25,13,9,3,13,18,27,6,64,2.19320214742331,Reaction2
25,0,51,0,8,0,0,13,1,16,0,13,26,6,26,13,9,3,13,18,27,6,64,2.19383176280142,Reaction11
24,0,50,0,8,0,0,13,1,17,0,13,26,6,27,13,9,3,13,18,27,6,64,2.19548271999258,Reaction11
23,0,49,0,8,0,0,13,1,18,0,13,26,6,28,13,9,3,13,18,27,6,64,2.19592285105778,Reaction11
22,0,48,0,8,0,0,13,1,19,0,13,26,6,29,13,9,3,13,18,27,6,64,2.19648164850501,Reaction11
