Name,ConcreteInputName,AbstractTestName,EvaluationTime,EvaluationNames,Pass,Fail,Error,FlakeyFail,DeterministicPass,DeterministicFail,DeterministicError,Evaluation_Number,Evaluation_NumberPass,Evaluation_NumberFail,Evaluation_NumberError
ASE1|10|LE,10,ASE1,MaxTime,{ASE1|10|Evaluation|001}{ASE1|10|Evaluation|002}{ASE1|10|Evaluation|003}{ASE1|10|Evaluation|004}{ASE1|10|Evaluation|005}{ASE1|10|Evaluation|006}{ASE1|10|Evaluation|007}{ASE1|10|Evaluation|008}{ASE1|10|Evaluation|009}{ASE1|10|Evaluation|010},0,1,0,0,0,1,0,20,0,20,0
