Name,SubjectName,ModelFilepath,ModelName,ModelType,Simulation,Evaluation,CountReactions,StoreReactions,StoreInvolvement,CompleteEvaluation,StoreTraces,Simulations,SimulationType,SolverType,SimulationTime,SimulationSteps,SimulationClockTime,SimulationSpecies,EvaluationTime,EvaluationClockTime,EvaluationMethod,UniqueID,TestMatrixFilepath,InputMatrixFilepath,AbstractTestNameList,InputNameList,Pass,Fail,Error,FlakeyFail,DeterministicPass,DeterministicFail,DeterministicError,AbstractTest_Number,AbstractTest_NumberPass,AbstractTest_NumberFail,AbstractTest_NumberError,AbstractTest_NumberFailFlakey,AbstractTest_NumberPassDeterministic,AbstractTest_NumberFailDeterministic,AbstractTest_NumberErrorDeterministic,ConcreteTest_Number,ConcreteTest_NumberPass,ConcreteTest_NumberFail,ConcreteTest_NumberError,ConcreteTest_NumberFailFlakey,ConcreteTest_NumberPassDeterministic,ConcreteTest_NumberFailDeterministic,ConcreteTest_NumberErrorDeterministic,Evaluation_Number,Evaluation_NumberPass,Evaluation_NumberFail,Evaluation_NumberError,ConcreteInputNames,AbstractTestNames,TracesNames,InputNameListComplete
SampleTest,Example,Benchmark/H1/H1-1.crn,H1-1,CRN,1,1,1,1,1,1,1,10,Stochastic,ssa,100,100000,10,BLANK,100,10,A,28727,Benchmark/H1/TestMatrix.csv,Benchmark/H1/InputMatrix.csv,{ASE7}{ASE8}{M15}{M16}{A0}{A1}{A2}{A3}{A4}{A5}{A6}{A7}{A8}{A9}{A10}{ASE1}{ASE2}{ASE3}{ASE4}{M9}{M10}{M11}{M12}{M14},{1}{10}{2}{3}{4}{5}{6}{7}{8}{9}{110}{101}{102}{103}{304}{404}{504}{305}{405}{505}{306}{406}{506}{108}{109},1,1,0,1,0,0,0,24,22,19,0,17,5,2,0,180,72,132,0,24,48,108,0,1800,623,1177,0,{1}{10}{2}{3}{4}{5}{6}{7}{8}{9}{110}{101}{102}{103}{304}{404}{504}{305}{405}{505}{306}{406}{506}{108}{109},{ASE7}{ASE8}{M15}{M16}{A0}{A1}{A2}{A3}{A4}{A5}{A6}{A7}{A8}{A9}{A10}{ASE1}{ASE2}{ASE3}{ASE4}{M9}{M10}{M11}{M12}{M14},{1}{10}{2}{3}{4}{5}{6}{7}{8}{9}{110}{101}{102}{103}{304}{404}{504}{305}{405}{505}{306}{406}{506}{108}{109},{1}{10}{10|110}{1|101}{2}{2|102}{3}{3|103}{4}{4|304}{4|404}{4|504}{5}{5|305}{5|405}{5|505}{6}{6|306}{6|406}{6|506}{7}{8}{8|108}{9}{9|109}
