CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815
0,78,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00126644100965108,Reaction1
0,77,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0294946441765343,Reaction1
0,76,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0452495171040922,Reaction1
0,75,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0683337315307955,Reaction1
0,75,0,2,4,4,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0.0961404385405958,Reaction5
0,75,0,2,4,2,0,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0.0981943543994246,Reaction2
0,74,0,3,5,3,0,1,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0.110517478099322,Reaction1
0,73,0,4,6,4,0,1,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0.125934576861458,Reaction1
0,72,0,5,7,5,0,1,1,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0.136981965268483,Reaction1
0,71,0,6,8,6,0,1,1,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0.144699120456814,Reaction1
0,71,0,6,8,4,0,1,2,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0.15824189929829,Reaction2
0,71,0,6,8,4,0,1,1,0,0,0,8,0,0,2,1,0,1,0,0,0,0,0.182463720399806,Reaction3
0,71,0,4,8,4,0,2,1,0,0,0,8,0,0,2,1,0,2,0,0,0,0,0.18393208262949,Reaction5
0,70,0,5,9,5,0,2,1,0,0,0,9,0,0,2,1,0,2,0,0,0,0,0.192497760000638,Reaction1
0,69,0,6,10,6,0,2,1,0,0,0,10,0,0,2,1,0,2,0,0,0,0,0.195703976209812,Reaction1
0,69,0,6,10,4,0,2,2,0,0,0,10,0,0,3,1,0,2,0,0,0,0,0.197789898867111,Reaction2
0,68,0,7,11,5,0,2,2,0,0,0,11,0,0,3,1,0,2,0,0,0,0,0.201373974371144,Reaction1
0,68,0,7,11,3,0,2,3,0,0,0,11,0,0,4,1,0,2,0,0,0,0,0.208558107575861,Reaction2
0,68,0,7,11,3,0,2,2,0,0,0,11,0,0,4,1,1,2,0,0,0,0,0.208870495067987,Reaction4
0,67,0,8,12,4,0,2,2,0,0,0,12,0,0,4,1,1,2,0,0,0,0,0.210587162105151,Reaction1
0,67,0,8,11,4,0,2,2,6,3,0,12,0,0,4,1,1,2,1,0,0,0,0.216000173346,Reaction6
0,67,0,6,11,4,0,3,2,6,3,0,12,0,0,4,1,1,3,1,0,0,0,0.223242870351833,Reaction5
0,67,0,6,10,4,0,3,2,12,6,0,12,0,0,4,1,1,3,2,0,0,0,0.240897315894743,Reaction6
0,67,0,6,10,4,0,3,2,10,4,0,12,0,0,4,1,1,3,2,1,0,0,0.241016782560078,Reaction7
0,67,0,6,10,4,0,3,2,8,2,0,12,0,0,4,1,1,3,2,2,0,0,0.24105365133971,Reaction7
1,67,1,6,10,4,0,3,2,7,2,0,12,0,0,4,1,1,3,2,2,0,1,0.245493193598599,Reaction9
1,66,1,7,11,5,0,3,2,7,2,0,13,0,0,4,1,1,3,2,2,0,1,0.246733625119893,Reaction1
1,66,1,7,11,5,0,3,2,5,0,0,13,0,0,4,1,1,3,2,3,0,1,0.247379558125583,Reaction7
2,66,2,7,11,5,0,3,2,4,0,0,13,0,0,4,1,1,3,2,3,0,2,0.248077180050469,Reaction9
