CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
0,52,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571475394145639,Reaction1
0,51,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0743213397518657,Reaction1
0,50,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0789581226354185,Reaction1
0,49,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.102763853514853,Reaction1
0,48,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.139836164981431,Reaction1
0,48,0,5,5,3,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0.152036634433594,Reaction2
0,48,0,5,5,3,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0.152518682016212,Reaction3
0,48,0,5,4,3,0,0,0,6,3,0,5,0,0,1,1,0,0,1,0,0,0,0.183905266098595,Reaction6
0,48,0,5,4,3,0,0,0,4,1,0,5,0,0,1,1,0,0,1,1,0,0,0.184229528466972,Reaction7
0,47,0,6,5,4,0,0,0,4,1,0,6,0,0,1,1,0,0,1,1,0,0,0.190868248702029,Reaction1
0,46,0,7,6,5,0,0,0,4,1,0,7,0,0,1,1,0,0,1,1,0,0,0.19232034226977,Reaction1
0,45,0,8,7,6,0,0,0,4,1,0,8,0,0,1,1,0,0,1,1,0,0,0.199656751759881,Reaction1
0,45,0,8,7,4,0,0,1,4,1,0,8,0,0,2,1,0,0,1,1,0,0,0.211379598538961,Reaction2
0,45,0,8,7,4,0,0,0,4,1,0,8,0,0,2,2,0,0,1,1,0,0,0.212250407456414,Reaction3
0,45,0,6,7,4,0,1,0,4,1,0,8,0,0,2,2,0,1,1,1,0,0,0.216190478494374,Reaction5
0,44,0,7,8,5,0,1,0,4,1,0,9,0,0,2,2,0,1,1,1,0,0,0.239997744068744,Reaction1
1,44,1,7,8,5,0,1,0,3,1,0,9,0,0,2,2,0,1,1,1,0,1,0.246366383830262,Reaction9
1,43,1,8,9,6,0,1,0,3,1,0,10,0,0,2,2,0,1,1,1,0,1,0.249167044409567,Reaction1
0,42,2,8,9,6,0,1,0,3,1,1,10,0,0,2,2,0,1,1,1,0,1,0.250731146665848,NEW_REACTION
1,42,3,8,9,6,0,1,0,2,1,1,10,0,0,2,2,0,1,1,1,0,2,0.253077235933255,Reaction9
1,42,3,8,8,6,0,1,0,8,4,1,10,0,0,2,2,0,1,2,1,0,2,0.254503553892783,Reaction6
1,42,3,8,8,6,0,1,0,6,2,1,10,0,0,2,2,0,1,2,2,0,2,0.255165239640319,Reaction7
2,42,4,8,8,6,0,1,0,5,2,1,10,0,0,2,2,0,1,2,2,0,3,0.256651353993677,Reaction9
1,41,5,8,8,6,0,1,0,5,2,2,10,0,0,2,2,0,1,2,2,0,3,0.258064164692295,NEW_REACTION
2,41,6,8,8,6,0,1,0,4,2,2,10,0,0,2,2,0,1,2,2,0,4,0.265136909450345,Reaction9
1,40,7,8,8,6,0,1,0,4,2,3,10,0,0,2,2,0,1,2,2,0,4,0.269255135234108,NEW_REACTION
1,40,7,6,8,6,0,2,0,4,2,3,10,0,0,2,2,0,2,2,2,0,4,0.271813875833018,Reaction5
1,40,7,6,8,4,0,2,1,4,2,3,10,0,0,3,2,0,2,2,2,0,4,0.272754372024802,Reaction2
0,39,8,6,8,4,0,2,1,4,2,4,10,0,0,3,2,0,2,2,2,0,4,0.274246489920636,NEW_REACTION
0,39,8,6,8,4,0,2,1,2,0,4,10,0,0,3,2,0,2,2,3,0,4,0.282313092181102,Reaction7
0,38,8,7,9,5,0,2,1,2,0,4,11,0,0,3,2,0,2,2,3,0,4,0.304653110067113,Reaction1
0,37,8,8,10,6,0,2,1,2,0,4,12,0,0,3,2,0,2,2,3,0,4,0.307134692390466,Reaction1
0,37,8,6,10,6,0,3,1,2,0,4,12,0,0,3,2,0,3,2,3,0,4,0.315165920735395,Reaction5
0,36,8,7,11,7,0,3,1,2,0,4,13,0,0,3,2,0,3,2,3,0,4,0.319052036137107,Reaction1
0,36,8,5,11,7,0,4,1,2,0,4,13,0,0,3,2,0,4,2,3,0,4,0.321803059242463,Reaction5
0,36,9,5,11,7,1,3,1,2,0,4,13,0,0,3,2,0,4,2,3,1,4,0.340633523553971,Reaction8
0,36,9,5,11,5,1,3,2,2,0,4,13,0,0,4,2,0,4,2,3,1,4,0.34091656631495,Reaction2
0,36,9,5,10,5,1,3,2,8,3,4,13,0,0,4,2,0,4,3,3,1,4,0.341383210367085,Reaction6
0,36,9,5,10,5,1,3,2,6,1,4,13,0,0,4,2,0,4,3,4,1,4,0.343369768955201,Reaction7
0,36,8,5,10,5,0,4,2,6,1,4,13,1,0,4,2,0,4,3,4,1,4,0.354305633202533,Reaction10
0,36,8,5,10,3,0,4,3,6,1,4,13,1,0,5,2,0,4,3,4,1,4,0.362000295658388,Reaction2
0,36,8,5,9,3,0,4,3,12,4,4,13,1,0,5,2,0,4,4,4,1,4,0.372332774664777,Reaction6
0,36,8,5,9,3,0,4,3,10,2,4,13,1,0,5,2,0,4,4,5,1,4,0.372944083280967,Reaction7
1,36,9,5,9,3,0,4,3,9,2,4,13,1,0,5,2,0,4,4,5,1,5,0.374225596387545,Reaction9
1,36,9,5,9,3,0,4,3,7,0,4,13,1,0,5,2,0,4,4,6,1,5,0.375955210680339,Reaction7
1,36,9,5,9,3,0,4,2,7,0,4,13,1,0,5,2,1,4,4,6,1,5,0.376282902558024,Reaction4
2,36,10,5,9,3,0,4,2,6,0,4,13,1,0,5,2,1,4,4,6,1,6,0.379166429074513,Reaction9
2,36,10,5,8,3,0,4,2,12,3,4,13,1,0,5,2,1,4,5,6,1,6,0.379851657402021,Reaction6
2,36,10,5,8,3,0,4,2,10,1,4,13,1,0,5,2,1,4,5,7,1,6,0.380842537042315,Reaction7
3,36,11,5,8,3,0,4,2,9,1,4,13,1,0,5,2,1,4,5,7,1,7,0.384892823696777,Reaction9
2,35,12,5,8,3,0,4,2,9,1,5,13,1,0,5,2,1,4,5,7,1,7,0.385490481308564,NEW_REACTION
1,34,13,5,8,3,0,4,2,9,1,6,13,1,0,5,2,1,4,5,7,1,7,0.386567876312205,NEW_REACTION
1,33,13,6,9,4,0,4,2,9,1,6,14,1,0,5,2,1,4,5,7,1,7,0.386671687038968,Reaction1
1,33,13,4,9,4,0,5,2,9,1,6,14,1,0,5,2,1,5,5,7,1,7,0.39267215754387,Reaction5
2,33,14,4,9,4,0,5,2,8,1,6,14,1,0,5,2,1,5,5,7,1,8,0.39273116261781,Reaction9
1,32,15,4,9,4,0,5,2,8,1,7,14,1,0,5,2,1,5,5,7,1,8,0.394148531013544,NEW_REACTION
