CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026
0,106,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0192310093102423,Reaction1
0,105,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0435765751077432,Reaction1
0,104,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0544304247864685,Reaction1
0,103,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0669318985678366,Reaction1
0,102,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0744919984811759,Reaction1
0,101,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0844717225528736,Reaction1
0,100,0,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0872883737338387,Reaction1
0,99,0,8,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0950726308512087,Reaction1
0,98,0,9,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0979707100992841,Reaction1
0,97,0,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0997881656884144,Reaction1
0,96,0,11,11,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.109366211679026,Reaction1
0,96,0,11,11,9,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0.114456120932462,Reaction2
0,95,0,12,12,10,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0.11500273594408,Reaction1
0,95,0,10,12,10,0,1,1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0.12048457936984,Reaction5
0,95,0,10,12,8,0,1,2,0,0,0,12,0,0,2,0,0,1,0,0,0,0,0.130038363857996,Reaction2
0,94,0,11,13,9,0,1,2,0,0,0,13,0,0,2,0,0,1,0,0,0,0,0.131462632807816,Reaction1
0,94,0,11,12,9,0,1,2,6,3,0,13,0,0,2,0,0,1,1,0,0,0,0.132864612399347,Reaction6
0,94,0,11,12,9,0,1,2,4,1,0,13,0,0,2,0,0,1,1,1,0,0,0.134295702193266,Reaction7
0,94,0,9,12,9,0,2,2,4,1,0,13,0,0,2,0,0,2,1,1,0,0,0.13931612483358,Reaction5
0,94,0,7,12,9,0,3,2,4,1,0,13,0,0,2,0,0,3,1,1,0,0,0.140281275686466,Reaction5
0,94,0,7,11,9,0,3,2,10,4,0,13,0,0,2,0,0,3,2,1,0,0,0.141077437437682,Reaction6
1,94,1,7,11,9,0,3,2,9,4,0,13,0,0,2,0,0,3,2,1,0,1,0.141249339914512,Reaction9
1,94,1,7,11,9,0,3,2,7,2,0,13,0,0,2,0,0,3,2,2,0,1,0.141519206212,Reaction7
1,94,1,7,11,9,0,3,2,5,0,0,13,0,0,2,0,0,3,2,3,0,1,0.147113911895974,Reaction7
1,94,1,5,11,9,0,4,2,5,0,0,13,0,0,2,0,0,4,2,3,0,1,0.148603825609562,Reaction5
1,93,1,6,12,10,0,4,2,5,0,0,14,0,0,2,0,0,4,2,3,0,1,0.150071322099843,Reaction1
1,93,1,6,12,8,0,4,3,5,0,0,14,0,0,3,0,0,4,2,3,0,1,0.152226636418536,Reaction2
2,93,2,6,12,8,0,4,3,4,0,0,14,0,0,3,0,0,4,2,3,0,2,0.152646089324905,Reaction9
1,92,3,6,12,8,0,4,3,4,0,1,14,0,0,3,0,0,4,2,3,0,2,0.152965824560759,NEW_REACTION
1,92,3,6,12,6,0,4,4,4,0,1,14,0,0,4,0,0,4,2,3,0,2,0.156588917060681,Reaction2
1,91,3,7,13,7,0,4,4,4,0,1,15,0,0,4,0,0,4,2,3,0,2,0.15795063494235,Reaction1
2,91,4,7,13,7,0,4,4,3,0,1,15,0,0,4,0,0,4,2,3,0,3,0.158645029269032,Reaction9
2,90,4,8,14,8,0,4,4,3,0,1,16,0,0,4,0,0,4,2,3,0,3,0.159597038564481,Reaction1
2,89,4,9,15,9,0,4,4,3,0,1,17,0,0,4,0,0,4,2,3,0,3,0.160980066240058,Reaction1
1,88,5,9,15,9,0,4,4,3,0,2,17,0,0,4,0,0,4,2,3,0,3,0.161535509533962,NEW_REACTION
0,87,6,9,15,9,0,4,4,3,0,3,17,0,0,4,0,0,4,2,3,0,3,0.16176834525147,NEW_REACTION
0,86,6,10,16,10,0,4,4,3,0,3,18,0,0,4,0,0,4,2,3,0,3,0.176798237221519,Reaction1
0,85,6,11,17,11,0,4,4,3,0,3,19,0,0,4,0,0,4,2,3,0,3,0.178729037008735,Reaction1
0,85,6,9,17,11,0,5,4,3,0,3,19,0,0,4,0,0,5,2,3,0,3,0.179455705762504,Reaction5
0,85,6,9,17,11,0,5,3,3,0,3,19,0,0,4,1,0,5,2,3,0,3,0.180617521311198,Reaction3
1,85,7,9,17,11,0,5,3,2,0,3,19,0,0,4,1,0,5,2,3,0,4,0.183466244756842,Reaction9
0,84,8,9,17,11,0,5,3,2,0,4,19,0,0,4,1,0,5,2,3,0,4,0.186597892839799,NEW_REACTION
0,83,8,10,18,12,0,5,3,2,0,4,20,0,0,4,1,0,5,2,3,0,4,0.19082566107998,Reaction1
0,82,8,11,19,13,0,5,3,2,0,4,21,0,0,4,1,0,5,2,3,0,4,0.192322512290271,Reaction1
0,81,8,12,20,14,0,5,3,2,0,4,22,0,0,4,1,0,5,2,3,0,4,0.192489600699741,Reaction1
0,81,8,12,19,14,0,5,3,8,3,4,22,0,0,4,1,0,5,3,3,0,4,0.19510750438567,Reaction6
0,81,8,12,19,14,0,5,3,6,1,4,22,0,0,4,1,0,5,3,4,0,4,0.195124782749562,Reaction7
0,81,8,10,19,14,0,6,3,6,1,4,22,0,0,4,1,0,6,3,4,0,4,0.195778838449393,Reaction5
