CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
0,40,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0173884041242938,Reaction1
0,39,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0320855242567229,Reaction1
0,38,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0454616468754681,Reaction1
0,37,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0469586622042577,Reaction1
0,37,0,4,4,2,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0.0763766117960451,Reaction2
0,37,0,2,4,2,0,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0.0791731345660523,Reaction5
0,36,0,3,5,3,0,1,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0.0806506213173293,Reaction1
0,36,0,1,5,3,0,2,1,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0.09719590990198,Reaction5
0,35,0,2,6,4,0,2,1,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0.100153722599773,Reaction1
0,34,0,3,7,5,0,2,1,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0.100973058945997,Reaction1
0,33,0,4,8,6,0,2,1,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0.106733521704205,Reaction1
0,33,0,4,7,6,0,2,1,6,3,0,8,0,0,1,0,0,2,1,0,0,0,0.118116698660552,Reaction6
0,33,0,4,7,6,0,2,0,6,3,0,8,0,0,1,1,0,2,1,0,0,0,0.120328424644253,Reaction3
1,33,1,4,7,6,0,2,0,5,3,0,8,0,0,1,1,0,2,1,0,0,1,0.131671207032047,Reaction9
1,33,1,4,7,6,0,2,0,3,1,0,8,0,0,1,1,0,2,1,1,0,1,0.134921242666551,Reaction7
0,32,2,4,7,6,0,2,0,3,1,1,8,0,0,1,1,0,2,1,1,0,1,0.138194274157856,NEW_REACTION
0,31,2,5,8,7,0,2,0,3,1,1,9,0,0,1,1,0,2,1,1,0,1,0.144939539333089,Reaction1
1,31,3,5,8,7,0,2,0,2,1,1,9,0,0,1,1,0,2,1,1,0,2,0.175231896271792,Reaction9
0,30,4,5,8,7,0,2,0,2,1,2,9,0,0,1,1,0,2,1,1,0,2,0.202570800878283,NEW_REACTION
0,30,4,5,8,5,0,2,1,2,1,2,9,0,0,2,1,0,2,1,1,0,2,0.214435858092462,Reaction2
0,30,4,3,8,5,0,3,1,2,1,2,9,0,0,2,1,0,3,1,1,0,2,0.240850224779772,Reaction5
1,30,5,3,8,5,0,3,1,1,1,2,9,0,0,2,1,0,3,1,1,0,3,0.277825090849368,Reaction9
0,29,6,3,8,5,0,3,1,1,1,3,9,0,0,2,1,0,3,1,1,0,3,0.281711608685061,NEW_REACTION
0,29,6,1,8,5,0,4,1,1,1,3,9,0,0,2,1,0,4,1,1,0,3,0.300736378589227,Reaction5
0,28,6,2,9,6,0,4,1,1,1,3,10,0,0,2,1,0,4,1,1,0,3,0.305774027944726,Reaction1
0,28,6,2,9,4,0,4,2,1,1,3,10,0,0,3,1,0,4,1,1,0,3,0.308959733184981,Reaction2
1,28,7,2,9,4,0,4,2,0,1,3,10,0,0,3,1,0,4,1,1,0,4,0.319506793564127,Reaction9
1,27,7,3,10,5,0,4,2,0,1,3,11,0,0,3,1,0,4,1,1,0,4,0.325639468822496,Reaction1
1,27,8,3,10,5,1,3,2,0,1,3,11,0,0,3,1,0,4,1,1,1,4,0.341897542605526,Reaction8
0,26,9,3,10,5,1,3,2,0,1,4,11,0,0,3,1,0,4,1,1,1,4,0.34489339823806,NEW_REACTION
0,26,8,3,10,5,0,4,2,0,1,4,11,1,0,3,1,0,4,1,1,1,4,0.349021362972464,Reaction10
0,25,8,4,11,6,0,4,2,0,1,4,12,1,0,3,1,0,4,1,1,1,4,0.35135832500896,Reaction1
0,24,8,5,12,7,0,4,2,0,1,4,13,1,0,3,1,0,4,1,1,1,4,0.389694255288021,Reaction1
0,24,8,5,11,7,0,4,2,6,4,4,13,1,0,3,1,0,4,2,1,1,4,0.39040337262824,Reaction6
0,24,8,5,11,7,0,4,2,4,2,4,13,1,0,3,1,0,4,2,2,1,4,0.390442316800558,Reaction7
1,24,9,5,11,7,0,4,2,3,2,4,13,1,0,3,1,0,4,2,2,1,5,0.396460974270831,Reaction9
2,24,10,5,11,7,0,4,2,2,2,4,13,1,0,3,1,0,4,2,2,1,6,0.403963431205191,Reaction9
1,24,9,5,11,7,0,4,2,3,2,4,13,1,1,3,1,0,4,2,2,1,6,0.405948594669468,Reaction11
1,24,9,3,11,7,0,5,2,3,2,4,13,1,1,3,1,0,5,2,2,1,6,0.406167896379656,Reaction5
1,24,10,3,11,7,1,4,2,3,2,4,13,1,1,3,1,0,5,2,2,2,6,0.408770003700726,Reaction8
1,24,9,3,11,7,0,5,2,3,2,4,13,2,1,3,1,0,5,2,2,2,6,0.41020459724558,Reaction10
1,24,9,3,11,7,0,5,2,1,0,4,13,2,1,3,1,0,5,2,3,2,6,0.415187715537843,Reaction7
1,24,9,1,11,7,0,6,2,1,0,4,13,2,1,3,1,0,6,2,3,2,6,0.418629187184879,Reaction5
1,24,9,1,11,5,0,6,3,1,0,4,13,2,1,4,1,0,6,2,3,2,6,0.42759530999489,Reaction2
1,23,9,2,12,6,0,6,3,1,0,4,14,2,1,4,1,0,6,2,3,2,6,0.431380070757511,Reaction1
1,23,9,2,12,6,0,6,2,1,0,4,14,2,1,4,2,0,6,2,3,2,6,0.431449204583265,Reaction3
1,22,9,3,13,7,0,6,2,1,0,4,15,2,1,4,2,0,6,2,3,2,6,0.432758218538507,Reaction1
1,22,9,3,13,5,0,6,3,1,0,4,15,2,1,5,2,0,6,2,3,2,6,0.434542986149368,Reaction2
1,21,9,4,14,6,0,6,3,1,0,4,16,2,1,5,2,0,6,2,3,2,6,0.438260271580331,Reaction1
0,20,10,4,14,6,0,6,3,1,0,5,16,2,1,5,2,0,6,2,3,2,6,0.438432588207926,NEW_REACTION
0,20,10,4,13,6,0,6,3,7,3,5,16,2,1,5,2,0,6,3,3,2,6,0.440488393949318,Reaction6
0,20,10,4,13,4,0,6,4,7,3,5,16,2,1,6,2,0,6,3,3,2,6,0.441848610376215,Reaction2
0,20,10,4,13,4,0,6,4,5,1,5,16,2,1,6,2,0,6,3,4,2,6,0.444874551051242,Reaction7
0,20,10,4,13,4,0,6,3,5,1,5,16,2,1,6,3,0,6,3,4,2,6,0.447478393425694,Reaction3
0,20,10,4,13,4,0,6,2,5,1,5,16,2,1,6,4,0,6,3,4,2,6,0.450057747524557,Reaction3
0,20,10,4,13,4,0,6,1,5,1,5,16,2,1,6,5,0,6,3,4,2,6,0.453170819039263,Reaction3
0,20,10,4,13,2,0,6,2,5,1,5,16,2,1,7,5,0,6,3,4,2,6,0.464410718845801,Reaction2
0,19,10,5,14,3,0,6,2,5,1,5,17,2,1,7,5,0,6,3,4,2,6,0.511891436617169,Reaction1
0,19,10,5,13,3,0,6,2,11,4,5,17,2,1,7,5,0,6,4,4,2,6,0.549223355140684,Reaction6
0,19,10,5,13,3,0,6,2,9,2,5,17,2,1,7,5,0,6,4,5,2,6,0.549554823729569,Reaction7
0,19,10,5,13,3,0,6,2,7,0,5,17,2,1,7,5,0,6,4,6,2,6,0.551457161908266,Reaction7
0,19,11,5,13,3,1,5,2,7,0,5,17,2,1,7,5,0,6,4,6,3,6,0.569377950800857,Reaction8
0,19,12,5,13,3,2,4,2,7,0,5,17,2,1,7,5,0,6,4,6,4,6,0.583184233769258,Reaction8
0,19,11,5,13,3,1,5,2,7,0,5,17,3,1,7,5,0,6,4,6,4,6,0.593067290142526,Reaction10
0,19,10,5,13,3,0,6,2,7,0,5,17,4,1,7,5,0,6,4,6,4,6,0.607628195116566,Reaction10
0,19,10,5,12,3,0,6,2,13,3,5,17,4,1,7,5,0,6,5,6,4,6,0.661325327162505,Reaction6
