CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508
0,105,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0122569607929605,Reaction1
0,104,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0132489733675179,Reaction1
0,103,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0143737437014103,Reaction1
0,102,0,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0173891072024587,Reaction1
0,101,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0200776305542422,Reaction1
0,100,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0201266939584669,Reaction1
0,100,0,6,6,4,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0.0238563087010406,Reaction2
0,100,0,6,6,2,0,0,2,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0.0340717339671233,Reaction2
0,99,0,7,7,3,0,0,2,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0.0430515086242204,Reaction1
0,98,0,8,8,4,0,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0.066836506755651,Reaction1
0,97,0,9,9,5,0,0,2,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0.0689107551407438,Reaction1
0,96,0,10,10,6,0,0,2,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0.0732763983232478,Reaction1
0,96,0,10,10,6,0,0,1,0,0,0,10,0,0,2,1,0,0,0,0,0,0,0.0759812832891138,Reaction3
0,95,0,11,11,7,0,0,1,0,0,0,11,0,0,2,1,0,0,0,0,0,0,0.0869389642256666,Reaction1
0,94,0,12,12,8,0,0,1,0,0,0,12,0,0,2,1,0,0,0,0,0,0,0.0869882247054954,Reaction1
0,93,0,13,13,9,0,0,1,0,0,0,13,0,0,2,1,0,0,0,0,0,0,0.0964490377016041,Reaction1
0,92,0,14,14,10,0,0,1,0,0,0,14,0,0,2,1,0,0,0,0,0,0,0.0966209124079157,Reaction1
0,92,0,14,14,8,0,0,2,0,0,0,14,0,0,3,1,0,0,0,0,0,0,0.105321623236575,Reaction2
0,92,0,12,14,8,0,1,2,0,0,0,14,0,0,3,1,0,1,0,0,0,0,0.108141754807528,Reaction5
0,92,0,10,14,8,0,2,2,0,0,0,14,0,0,3,1,0,2,0,0,0,0,0.112456668044187,Reaction5
0,92,0,10,14,8,0,2,1,0,0,0,14,0,0,3,1,1,2,0,0,0,0,0.112908806003348,Reaction4
0,91,0,11,15,9,0,2,1,0,0,0,15,0,0,3,1,1,2,0,0,0,0,0.116894764347534,Reaction1
