CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860
0,55,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005202694847799,Reaction1
0,54,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.04753842593541,Reaction1
0,53,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0518659674889455,Reaction1
0,53,0,1,3,3,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0.0805583351057824,Reaction5
0,52,0,2,4,4,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0.103003546788678,Reaction1
0,51,0,3,5,5,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0.113275370458811,Reaction1
0,51,0,3,5,3,0,1,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0.132696775424015,Reaction2
0,50,0,4,6,4,0,1,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0.178507796495347,Reaction1
0,49,0,5,7,5,0,1,1,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0.188863863540164,Reaction1
0,48,0,6,8,6,0,1,1,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0.198816943618903,Reaction1
0,48,0,6,8,4,0,1,2,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0.20161766523731,Reaction2
0,47,0,7,9,5,0,1,2,0,0,0,9,0,0,2,0,0,1,0,0,0,0,0.203274879921166,Reaction1
0,46,0,8,10,6,0,1,2,0,0,0,10,0,0,2,0,0,1,0,0,0,0,0.221003987978626,Reaction1
0,45,0,9,11,7,0,1,2,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0.22299459031994,Reaction1
0,45,0,7,11,7,0,2,2,0,0,0,11,0,0,2,0,0,2,0,0,0,0,0.2256184206191,Reaction5
0,44,0,8,12,8,0,2,2,0,0,0,12,0,0,2,0,0,2,0,0,0,0,0.228020181396878,Reaction1
0,44,0,6,12,8,0,3,2,0,0,0,12,0,0,2,0,0,3,0,0,0,0,0.245575327053955,Reaction5
0,44,0,4,12,8,0,4,2,0,0,0,12,0,0,2,0,0,4,0,0,0,0,0.252020087703531,Reaction5
0,44,0,4,12,8,0,4,1,0,0,0,12,0,0,2,1,0,4,0,0,0,0,0.253802935303018,Reaction3
0,44,0,4,12,6,0,4,2,0,0,0,12,0,0,3,1,0,4,0,0,0,0,0.257221283807162,Reaction2
0,44,0,4,12,4,0,4,3,0,0,0,12,0,0,4,1,0,4,0,0,0,0,0.264658543492531,Reaction2
0,43,0,5,13,5,0,4,3,0,0,0,13,0,0,4,1,0,4,0,0,0,0,0.265092994779791,Reaction1
0,42,0,6,14,6,0,4,3,0,0,0,14,0,0,4,1,0,4,0,0,0,0,0.268439702975182,Reaction1
0,42,0,4,14,6,0,5,3,0,0,0,14,0,0,4,1,0,5,0,0,0,0,0.286114516337772,Reaction5
0,42,0,4,14,6,0,5,2,0,0,0,14,0,0,4,2,0,5,0,0,0,0,0.28743385549738,Reaction3
0,42,0,4,14,4,0,5,3,0,0,0,14,0,0,5,2,0,5,0,0,0,0,0.300671208462548,Reaction2
0,41,0,5,15,5,0,5,3,0,0,0,15,0,0,5,2,0,5,0,0,0,0,0.306386481966222,Reaction1
0,41,0,3,15,5,0,6,3,0,0,0,15,0,0,5,2,0,6,0,0,0,0,0.307235567263799,Reaction5
0,40,0,4,16,6,0,6,3,0,0,0,16,0,0,5,2,0,6,0,0,0,0,0.312709356393387,Reaction1
0,40,0,4,16,4,0,6,4,0,0,0,16,0,0,6,2,0,6,0,0,0,0,0.328540682180432,Reaction2
0,40,0,4,16,2,0,6,5,0,0,0,16,0,0,7,2,0,6,0,0,0,0,0.329570131481181,Reaction2
0,39,0,5,17,3,0,6,5,0,0,0,17,0,0,7,2,0,6,0,0,0,0,0.344822377478083,Reaction1
0,39,0,5,17,3,0,6,4,0,0,0,17,0,0,7,3,0,6,0,0,0,0,0.348772663266565,Reaction3
0,39,1,5,17,3,1,5,4,0,0,0,17,0,0,7,3,0,6,0,0,1,0,0.369980124085692,Reaction8
0,39,2,5,17,3,2,4,4,0,0,0,17,0,0,7,3,0,6,0,0,2,0,0.389906031267119,Reaction8
0,39,2,5,17,3,2,4,3,0,0,0,17,0,0,7,4,0,6,0,0,2,0,0.392563218866565,Reaction3
0,39,2,3,17,3,2,5,3,0,0,0,17,0,0,7,4,0,7,0,0,2,0,0.397128981480898,Reaction5
0,39,2,3,17,1,2,5,4,0,0,0,17,0,0,8,4,0,7,0,0,2,0,0.400259499527675,Reaction2
0,38,2,4,18,2,2,5,4,0,0,0,18,0,0,8,4,0,7,0,0,2,0,0.400378237834629,Reaction1
0,38,3,4,18,2,3,4,4,0,0,0,18,0,0,8,4,0,7,0,0,3,0,0.427127278553194,Reaction8
0,38,3,2,18,2,3,5,4,0,0,0,18,0,0,8,4,0,8,0,0,3,0,0.435118124652606,Reaction5
0,38,3,2,18,2,3,5,3,0,0,0,18,0,0,8,4,1,8,0,0,3,0,0.444772029010137,Reaction4
0,38,3,2,18,2,3,5,2,0,0,0,18,0,0,8,5,1,8,0,0,3,0,0.445779905740715,Reaction3
0,38,2,2,18,2,2,6,2,0,0,0,18,1,0,8,5,1,8,0,0,3,0,0.455712581349183,Reaction10
0,37,2,3,19,3,2,6,2,0,0,0,19,1,0,8,5,1,8,0,0,3,0,0.478561977262555,Reaction1
0,37,2,3,18,3,2,6,2,6,3,0,19,1,0,8,5,1,8,1,0,3,0,0.480307383849414,Reaction6
0,37,2,3,18,3,2,6,2,4,1,0,19,1,0,8,5,1,8,1,1,3,0,0.482463235816286,Reaction7
0,37,2,3,17,3,2,6,2,10,4,0,19,1,0,8,5,1,8,2,1,3,0,0.493825937123605,Reaction6
0,37,2,3,17,3,2,6,2,8,2,0,19,1,0,8,5,1,8,2,2,3,0,0.49434136117402,Reaction7
0,37,2,3,17,3,2,6,2,6,0,0,19,1,0,8,5,1,8,2,3,3,0,0.510792683192497,Reaction7
1,37,3,3,17,3,2,6,2,5,0,0,19,1,0,8,5,1,8,2,3,3,1,0.511631947766115,Reaction9
1,36,3,4,18,4,2,6,2,5,0,0,20,1,0,8,5,1,8,2,3,3,1,0.527947760213092,Reaction1
1,36,3,2,18,4,2,7,2,5,0,0,20,1,0,8,5,1,9,2,3,3,1,0.52850151858134,Reaction5
1,35,3,3,19,5,2,7,2,5,0,0,21,1,0,8,5,1,9,2,3,3,1,0.540278915514989,Reaction1
1,35,2,3,19,5,1,8,2,5,0,0,21,2,0,8,5,1,9,2,3,3,1,0.545362093954311,Reaction10
1,34,2,4,20,6,1,8,2,5,0,0,22,2,0,8,5,1,9,2,3,3,1,0.552917118354701,Reaction1
1,34,2,4,20,6,1,8,1,5,0,0,22,2,0,8,6,1,9,2,3,3,1,0.553398898914868,Reaction3
