Name,ConcreteInputName,AbstractTestName,EvaluationTime,EvaluationNames,Pass,Fail,Error,FlakeyFail,DeterministicPass,DeterministicFail,DeterministicError,Evaluation_Number,Evaluation_NumberPass,Evaluation_NumberFail,Evaluation_NumberError
M15|10|110,10|110,M15,MaxTime,{M15|10|110|Evaluation|001|Evaluation|001}{M15|10|110|Evaluation|002|Evaluation|002}{M15|10|110|Evaluation|003|Evaluation|003}{M15|10|110|Evaluation|004|Evaluation|004}{M15|10|110|Evaluation|005|Evaluation|005}{M15|10|110|Evaluation|006|Evaluation|006}{M15|10|110|Evaluation|007|Evaluation|007}{M15|10|110|Evaluation|008|Evaluation|008}{M15|10|110|Evaluation|009|Evaluation|009}{M15|10|110|Evaluation|010|Evaluation|010},1,1,0,1,0,0,0,10,7,3,0
